index,tag,type,tag_replaced,replaced_flag
1989,Foliage,object_tags,Foliage,True
1990,Grapes,object_tags,Grapes,True
1991,River,object_tags,River,True
1991,Trees,object_tags,Trees,True
1991,Clouds,object_tags,Clouds,True
1991,Cattle,object_tags,Cattle,True
1991,Sailing Ships,object_tags,Sailing Ships,True
1992,Carpet,object_tags,Carpet,True
1992,Vase,object_tags,Vase,True
1993,Windmill,object_tags,Windmill,True
1993,Bare Trees,object_tags,Bare Trees,True
1993,Houses,object_tags,Houses,True
1993,Boats,object_tags,Boats,True
1994,Smaller Ships,object_tags,Small Boats,False
1994,Distant Ships,object_tags,Distant Ships,True
1994,Flag,object_tags,Flag,True
1994,Clouds,object_tags,Clouds,True
1995,Smaller Boats,object_tags,Small Boats,False
1995,Distant Ships,object_tags,Distant Ships,True
1995,Waves,object_tags,Waves,True
1995,Clouds,object_tags,Clouds,True
1996,Cloudy Sky,object_tags,Cloudy Sky,True
1996,Field,object_tags,Field,True
1996,Trees,object_tags,Trees,True
1997,Sunset,object_tags,Sunset,True
1997,Clouds,object_tags,Clouds,True
1997,Sea,object_tags,Sea,True
1997,Reflections,object_tags,Reflections,True
1998,Musicians,object_tags,Musicians,True
1998,Table,object_tags,Table,True
1998,Textiles,object_tags,Textiles,True
1999,Sky,object_tags,Sky,True
1999,Clouds,object_tags,Clouds,True
2000,Woman,object_tags,Woman,True
2000,Curtain,object_tags,Curtain,True
2001,Horse,object_tags,Horse,True
2001,Hills,object_tags,Hills,True
2001,Trees,object_tags,Trees,True
2001,Field,object_tags,Field,True
2001,Sky,object_tags,Sky,True
2002,Neutral Background,object_tags,Neutral Background,True
2003,Foliage,object_tags,Foliage,True
2003,Table,object_tags,Table,True
2004,Sailboat,object_tags,Sailboat,True
2004,Waves,object_tags,Waves,True
2004,Sea,object_tags,Sea,True
2004,Sky,object_tags,Sky,True
2004,Sunset,object_tags,Sunset,True
2004,Distant Ships,object_tags,Distant Ships,True
2005,Tablecloth,object_tags,Tablecloth,True
2005,Bowl,object_tags,Bowl,True
2005,Dark Background,object_tags,Dark Background,True
2006,Figures,object_tags,Figures,True
2006,Haystacks,object_tags,Haystacks,True
2006,Fields,object_tags,Fields,True
2006,Clouds,object_tags,Clouds,True
2006,Trees,object_tags,Trees,True
2006,Grass,object_tags,Grass,True
2007,Riverbank,object_tags,Riverbank,True
2007,Sailboat,object_tags,Sailboat,True
2007,Trees,object_tags,Trees,True
2007,River,object_tags,River,True
2008,Wooden Floor,object_tags,Wooden Floor,True
2008,Columns,object_tags,Columns,True
2008,Windows,object_tags,Windows,True
2009,People,object_tags,People,True
2009,Beach,object_tags,Beach,True
2009,Boats,object_tags,Boats,True
2009,Sky,object_tags,Sky,True
2009,Sea,object_tags,Sea,True
2010,Lake,object_tags,Lake,True
2010,Clouds,object_tags,Clouds,True
2010,Foliage,object_tags,Foliage,True
2010,Reflections On The Water,object_tags,Reflections On Water,False
2011,Window,object_tags,Window,True
2011,Curtains,object_tags,Curtains,True
2011,Bowl,object_tags,Bowl,True
2011,Pastoral Landscape,object_tags,Pastoral Landscape,True
2012,Overcast Sky,object_tags,Overcast Sky,True
2012,River,object_tags,River,True
2012,Mist,object_tags,Mist,True
2013,Palm Trees,object_tags,Palm Trees,True
2013,Lake,object_tags,Lake,True
2013,Sky,object_tags,Sky,True
2013,Clouds,object_tags,Clouds,True
2013,Foliage,object_tags,Foliage,True
2013,Distant Buildings,object_tags,Distant Buildings,True
2014,Castle,object_tags,Castle,True
2014,Landscape,object_tags,Landscape,True
2015,Mother,object_tags,Mother,True
2015,White Dresses,object_tags,White Dress,False
2016,Chairs,object_tags,Chairs,True
2016,Columns,object_tags,Columns,True
2017,Mountains,object_tags,Mountains,True
2017,Sky,object_tags,Sky,True
2017,Stream,object_tags,Stream,True
2017,Rocks,object_tags,Rocks,True
2017,Foliage,object_tags,Foliage,True
2017,Shadow,object_tags,Shadow,True
2018,Sky,object_tags,Sky,True
2018,Shadows,object_tags,Shadows,True
2019,Red Drapery,object_tags,Red Drapery,True
2020,Snow,object_tags,Snow,True
2020,Mountains,object_tags,Mountains,True
2020,Cloak,object_tags,Cloak,True
2020,Collar,object_tags,Collar,True
2021,River,object_tags,River,True
2021,Village,object_tags,Village,True
2021,Sky,object_tags,Sky,True
2021,Clouds,object_tags,Clouds,True
2021,Grass,object_tags,Grass,True
2021,Flowers,object_tags,Flowers,True
2022,Trees,object_tags,Trees,True
2022,Sky,object_tags,Sky,True
2022,Horizon,object_tags,Horizon,True
2022,Reflections,object_tags,Reflections,True
2023,Trees,object_tags,Trees,True
2023,Mountains,object_tags,Mountains,True
2023,Sky,object_tags,Sky,True
2023,Lake,object_tags,Lake,True
2024,Child,object_tags,Child,True
2024,Dog,object_tags,Dog,True
2024,Checkered Floor,object_tags,Checkered Floor,True
2025,River,object_tags,River,True
2025,Sky,object_tags,Sky,True
2025,Vegetation,object_tags,Vegetation,True
2025,Rocks,object_tags,Rocks,True
2025,Flora,object_tags,Flora,True
2025,Reflections,object_tags,Reflections,True
2026,Trees,object_tags,Trees,True
2026,Water,object_tags,Water,True
2026,Sky,object_tags,Sky,True
2027,River,object_tags,River,True
2027,Figures,object_tags,Figures,True
2027,Boats,object_tags,Boats,True
2027,Houses,object_tags,Houses,True
2027,Trees,object_tags,Trees,True
2027,Clouds,object_tags,Clouds,True
2027,Rocks,object_tags,Rocks,True
2027,Pathways,object_tags,Pathways,True
2027,Birds,object_tags,Birds,True
2028,Moon,object_tags,Moon,True
2028,Ships,object_tags,Ships,True
2028,Clouds,object_tags,Clouds,True
2028,Building,object_tags,Building,True
2028,Rocks,object_tags,Rocks,True
2028,Trees,object_tags,Trees,True
2029,Vase,object_tags,Vase,True
2029,Table Surface,object_tags,Table Surface,True
2029,Shadows,object_tags,Shadows,True
2029,Reflections,object_tags,Reflections,True
2029,Leaves,object_tags,Leaves,True
2031,Spectators,object_tags,Spectators,True
2031,Trees,object_tags,Trees,True
2031,Sky,object_tags,Sky,True
2032,Woman,object_tags,Woman,True
2032,Seascape,object_tags,Seascape,True
2033,Pipe,object_tags,Pipe,True
2033,Table,object_tags,Table,True
2033,Wall,object_tags,Wall,True
2034,Musicians,object_tags,Musicians,True
2034,Terrace,object_tags,Terrace,True
2034,Sky,object_tags,Sky,True
2034,Trees,object_tags,Trees,True
2034,Balustrade,object_tags,Balustrade,True
2034,Table,object_tags,Table,True
2034,Clothing,object_tags,Clothing,True
2034,Landscape,object_tags,Landscape,True
2035,Stone Ledge,object_tags,Stone Ledge,True
2035,Dark Background,object_tags,Dark Background,True
2036,Houses,object_tags,Houses,True
2036,Trees,object_tags,Trees,True
2036,Horses,object_tags,Horses,True
2036,Dogs,object_tags,Dogs,True
2036,Birds,object_tags,Birds,True
2037,Young,object_tags,Young,True
2037,Dark Background,object_tags,Dark Background,True
2039,Landscape,object_tags,Landscape,True
2039,Trees,object_tags,Trees,True
2039,River,object_tags,River,True
2039,Bridges,object_tags,Bridges,True
2039,Rocks,object_tags,Rocks,True
2039,Plants,object_tags,Plants,True
2039,Animals,object_tags,Animals,True
2040,Draped Cloth,object_tags,Draped Cloth,True
2040,Table,object_tags,Table,True
2041,Woman,object_tags,Woman,True
2041,Straw Hat,object_tags,Straw Hat,True
2041,Ribbons,object_tags,Ribbons,True
2041,Dress,object_tags,Dress,True
2042,Houses,object_tags,Houses,True
2042,Landscape,object_tags,Landscape,True
2042,Sky,object_tags,Sky,True
2042,Trees,object_tags,Trees,True
2042,Pathway,object_tags,Pathway,True
2043,Rocks,object_tags,Rocks,True
2043,Hills,object_tags,Hills,True
2043,Clouds,object_tags,Clouds,True
2044,Throne,object_tags,Throne,True
2044,Drapery,object_tags,Drapery,True
2044,Clouds,object_tags,Clouds,True
2045,Musicians,object_tags,Musicians,True
2045,Foliage,object_tags,Foliage,True
2045,Grapes,object_tags,Grapes,True
2046,Bridge,object_tags,Bridge,True
2046,Bare Trees,object_tags,Bare Trees,True
2047,Trees,object_tags,Trees,True
2047,Sky,object_tags,Sky,True
2048,Sky,object_tags,Sky,True
2048,Rocks,object_tags,Rocks,True
2048,Grass,object_tags,Grass,True
2049,Chair,object_tags,Chair,True
2049,Table,object_tags,Table,True
2049,Interior Room,object_tags,Interior Room,True
2050,Venus,object_tags,Venus,True
2050,Cupid,object_tags,Cupid,True
2050,Jewelry,object_tags,Jewelry,True
2050,Fruits,object_tags,Fruits,True
2050,Grapes,object_tags,Grapes,True
2050,Drapery,object_tags,Drapery,True
2051,Clouds,object_tags,Clouds,True
2051,Mountains,object_tags,Mountains,True
2051,Trees,object_tags,Trees,True
2051,Mist,object_tags,Mist,True
2052,Saint John The Baptist,object_tags,Saint John The Baptist,True
2052,Tree,object_tags,Tree,True
2052,Distant Landscape,object_tags,Distant Landscape,True
2052,Rocks,object_tags,Rocks,True
2052,Foliage,object_tags,Foliage,True
2053,Holy Family,object_tags,Holy Family,True
2053,Angel,object_tags,Angel,True
2053,Palm Trees,object_tags,Palm Trees,True
2053,Clouds,object_tags,Clouds,True
2053,Path,object_tags,Path,True
2054,Seine River,object_tags,Seine River,True
2054,Sky,object_tags,Sky,True
2054,Vegetation,object_tags,Vegetation,True
2054,Reflections,object_tags,Reflections,True
2054,Mist,object_tags,Mist,True
2055,Drapery,object_tags,Drapery,True
2056,Jesus Christ,object_tags,Jesus Christ,True
2056,Window,object_tags,Window,True
2056,Landscape,object_tags,Landscape,True
2056,Clothing,object_tags,Clothing,True
2056,Fruit,object_tags,Fruit,True
2057,Woman,object_tags,Woman,True
2057,Hat,object_tags,Hat,True
2058,Dark Background,object_tags,Dark Background,True
2059,Jesus,object_tags,Jesus,True
2059,Soldiers,object_tags,Soldiers,True
2059,Helmet,object_tags,Helmet,True
2059,Rope,object_tags,Ropes,False
2060,Jesus Christ,object_tags,Jesus Christ,True
2060,Virgin Mary,object_tags,Virgin Mary,True
2061,Child,object_tags,Child,True
2061,Terrace,object_tags,Terrace,True
2061,Jewelry,object_tags,Jewelry,True
2061,Traditional Costumes,object_tags,Traditional Attire,False
2062,Trees,object_tags,Trees,True
2062,Rocks,object_tags,Rocks,True
2062,Hills,object_tags,Hills,True
2062,Mountains,object_tags,Mountains,True
2062,Sky,object_tags,Sky,True
2062,Clouds,object_tags,Clouds,True
2062,Ruins,object_tags,Ruins,True
2062,Distant Buildings,object_tags,Distant Buildings,True
2062,Path,object_tags,Path,True
2063,Figure,object_tags,Figure,True
2063,Desk,object_tags,Desk,True
2063,Papers,object_tags,Papers,True
2064,Landscape,object_tags,Landscape,True
2064,Trees,object_tags,Trees,True
2064,Sky,object_tags,Sky,True
2064,Foliage,object_tags,Foliage,True
2065,Children,object_tags,Children,True
2065,Beach,object_tags,Beach,True
2065,Sea,object_tags,Sea,True
2065,Sky,object_tags,Sky,True
2065,Foliage,object_tags,Foliage,True
2065,Rocks,object_tags,Rocks,True
2066,Venus,object_tags,Venus,True
2066,Cupid,object_tags,Cupid,True
2066,Armour,object_tags,Armor,False
2066,Helmet,object_tags,Helmet,True
2066,Trees,object_tags,Trees,True
2066,Distant Landscape,object_tags,Distant Landscape,True
2066,Draperies,object_tags,Draperies,True
2067,Sky,object_tags,Sky,True
2067,Trees,object_tags,Trees,True
2067,Fields,object_tags,Fields,True
2067,River,object_tags,River,True
2068,Trees,object_tags,Trees,True
2068,Figures,object_tags,Figures,True
2068,Water,object_tags,Water,True
2068,Shrubs,object_tags,Shrubs,True
2068,Rocks,object_tags,Rocks,True
2068,Grass,object_tags,Grass,True
2068,Sky,object_tags,Sky,True
2068,Clouds,object_tags,Clouds,True
2069,Mountains,object_tags,Mountains,True
2069,Architecture,object_tags,Architecture,True
2069,Trees,object_tags,Trees,True
2069,Rocks,object_tags,Rocks,True
2070,Hills,object_tags,Hills,True
2070,Water Body,object_tags,Water Body,True
2070,Sky,object_tags,Sky,True
2070,Flags,object_tags,Flags,True
2070,Armor,object_tags,Armor,True
2070,Weapons,object_tags,Weapons,True
2071,Tree,object_tags,Tree,True
2071,Landscape,object_tags,Landscape,True
2071,Sky,object_tags,Sky,True
2071,Grass,object_tags,Grass,True
2071,Flowers,object_tags,Flowers,True
2072,Tree,object_tags,Tree,True
2072,Inscriptions,object_tags,Inscription,False
2073,Virgin Mary,object_tags,Virgin Mary,True
2073,Apostles,object_tags,Apostles,True
2073,Flames,object_tags,Flames,True
2073,Columns,object_tags,Columns,True
2073,Open Book,object_tags,Open Book,True
2074,Woman,object_tags,Woman,True
2074,Red Chair,object_tags,Red Chair,True
2074,Flowers,object_tags,Flowers,True
2074,Wooden Flooring,object_tags,Wooden Floor,False
2074,Door,object_tags,Door,True
2075,Waterfall,object_tags,Waterfall,True
2075,Sky,object_tags,Sky,True
2075,Foliage,object_tags,Foliage,True
2075,Rocks,object_tags,Rocks,True
2076,Jesus Christ,object_tags,Jesus Christ,True
2076,John The Baptist,object_tags,John The Baptist,True
2076,Bystanders,object_tags,Bystanders,True
2076,Castle,object_tags,Castle,True
2076,Rocks,object_tags,Rocks,True
2076,Landscape,object_tags,Landscape,True
2077,River,object_tags,River,True
2077,Architecture,object_tags,Architecture,True
2077,Trees,object_tags,Trees,True
2077,Figures,object_tags,Figures,True
2077,Vegetation,object_tags,Vegetation,True
2078,Onlookers,object_tags,Onlookers,True
2078,Classical Buildings,object_tags,Classical Architecture,False
2078,Column,object_tags,Column,True
2078,Horse,object_tags,Horse,True
2078,Sky,object_tags,Sky,True
2079,Venus,object_tags,Venus,True
2079,Cherub,object_tags,Cherub,True
2079,Clouds,object_tags,Clouds,True
2079,Drapery,object_tags,Drapery,True
2079,Helmet,object_tags,Helmet,True
2080,People,object_tags,People,True
2080,Houses,object_tags,Houses,True
2080,Trees,object_tags,Trees,True
2080,Sky,object_tags,Sky,True
2080,Clouds,object_tags,Clouds,True
2081,Lady,object_tags,Lady,True
2081,Ribbon,object_tags,Ribbon,True
2081,Garment,object_tags,Garment,True
2083,Child,object_tags,Child,True
2083,Floor,object_tags,Floor,True
2084,Horse,object_tags,Horse,True
2084,Cloak,object_tags,Cloak,True
2084,Landscape,object_tags,Landscape,True
2085,Distant Figures,object_tags,Distant Figures,True
2086,Shadows,object_tags,Shadows,True
2087,Tablecloth,object_tags,Tablecloth,True
2088,Pond,object_tags,Pond,True
2088,Reflections On Water,object_tags,Reflections On Water,True
2088,Clothes,object_tags,Clothing,False
2088,Sky,object_tags,Sky,True
2090,The Virgin Mary,object_tags,Virgin Mary,False
2090,Jesus Christ,object_tags,Jesus Christ,True
2091,Background,object_tags,Background,True
2092,Hat,object_tags,Hat,True
2092,Dress,object_tags,Dress,True
2092,Sash,object_tags,Sash,True
2092,Landscape,object_tags,Landscape,True
2093,Crowd,object_tags,Crowd,True
2093,Sky,object_tags,Sky,True
2093,Traditional Dresses,object_tags,Traditional Attire,False
2094,Cloak,object_tags,Cloak,True
2094,Staff,object_tags,Staff,True
2095,Virgin Mary,object_tags,Virgin Mary,True
2095,Infant Jesus,object_tags,Infant Jesus,True
2095,Drapery,object_tags,Drapery,True
2095,Column,object_tags,Column,True
2096,Figures,object_tags,Figures,True
2096,Classical Architecture,object_tags,Classical Architecture,True
2096,Columns,object_tags,Columns,True
2096,Drapery,object_tags,Drapery,True
2096,Books,object_tags,Books,True
2097,Virgin Mary,object_tags,Virgin Mary,True
2097,Christ Child,object_tags,Christ Child,True
2097,Cherubs,object_tags,Cherubs,True
2097,Clouds,object_tags,Clouds,True
2097,Landscape,object_tags,Landscape,True
2098,Christ,object_tags,Christ,True
2098,Mary Magdalene,object_tags,Mary Magdalene,True
2098,Landscape,object_tags,Landscape,True
2098,Trees,object_tags,Trees,True
2100,Clouds,object_tags,Clouds,True
2101,Landscape,object_tags,Landscape,True
2101,Trees,object_tags,Trees,True
2101,Rocks,object_tags,Rocks,True
2101,Bridges,object_tags,Bridges,True
2102,Trees,object_tags,Trees,True
2102,Foliage,object_tags,Foliage,True
2102,Sky,object_tags,Sky,True
2102,Shadows,object_tags,Shadows,True
2104,Ruffled Collar,object_tags,Ruffled Collar,True
2104,Dark Coat,object_tags,Dark Coat,True
2105,Rural Landscape,object_tags,Rural Landscape,True
2105,Sword,object_tags,Sword,True
2105,Book,object_tags,Book,True
2106,Man,object_tags,Man,True
2106,Woman,object_tags,Woman,True
2106,Lake,object_tags,Lake,True
2106,Sailboats,object_tags,Sailboats,True
2106,Foliage,object_tags,Foliage,True
2106,Distant Figures,object_tags,Distant Figures,True
2107,Saint John The Baptist,object_tags,Saint John The Baptist,True
2107,Trees,object_tags,Trees,True
2107,Rocks,object_tags,Rocks,True
2108,Woman,object_tags,Woman,True
2108,Book,object_tags,Book,True
2108,Pearl Necklace,object_tags,Pearl Necklace,True
2108,Table,object_tags,Table,True
2108,Inkwell,object_tags,Inkwell,True
2108,Quill,object_tags,Quill,True
2108,Soft Lighting,object_tags,Soft Lighting,True
2109,Horses,object_tags,Horses,True
2109,Dog,object_tags,Dog,True
2109,Snow,object_tags,Snow,True
2109,Mountains,object_tags,Mountains,True
2109,Sky,object_tags,Sky,True
2109,Shadows,object_tags,Shadows,True
2110,Shoes,object_tags,Shoes,True
2110,Robe,object_tags,Robe,True
2111,Trees,object_tags,Trees,True
2111,Clouds,object_tags,Clouds,True
2111,Fence,object_tags,Fence,True
2112,Clothing,object_tags,Clothing,True
2112,Chair,object_tags,Chair,True
2113,Christ,object_tags,Christ,True
2113,Angels,object_tags,Angels,True
2113,Onlookers,object_tags,Onlookers,True
2113,Cross,object_tags,Cross,True
2113,Skull,object_tags,Skull,True
2113,Halos,object_tags,Halos,True
2114,Woman,object_tags,Woman,True
2114,Child,object_tags,Child,True
2114,Animals,object_tags,Animals,True
2114,Trees,object_tags,Trees,True
2114,Sky,object_tags,Sky,True
2114,Water,object_tags,Water,True
2115,Fences,object_tags,Fences,True
2115,Gold Leaf Background,object_tags,Gold Leaf Background,True
2116,Reflections On Water,object_tags,Reflections On Water,True
2116,Shadows,object_tags,Shadows,True
2116,Plants,object_tags,Plants,True
2117,Chair,object_tags,Chair,True
2117,Robe,object_tags,Robe,True
2118,Soldiers,object_tags,Soldiers,True
2118,Horses,object_tags,Horses,True
2118,Nature,object_tags,Nature,True
2119,People,object_tags,People,True
2119,Rocks,object_tags,Rocks,True
2119,Sea,object_tags,Sea,True
2119,Sky,object_tags,Sky,True
2119,Vegetation,object_tags,Vegetation,True
2120,Dark Background,object_tags,Dark Background,True
2121,Virgin Mary,object_tags,Virgin Mary,True
2121,Child Jesus,object_tags,Child Jesus,True
2121,Robe,object_tags,Robe,True
2121,Hair,object_tags,Hair,True
2122,Blue Sky,object_tags,Blue Sky,True
2123,Houses,object_tags,Houses,True
2123,Figures,object_tags,Figures,True
2123,Stream,object_tags,Stream,True
2123,Sky,object_tags,Sky,True
2123,Vegetation,object_tags,Vegetation,True
2123,Reflection,object_tags,Reflection,True
2124,Seine River,object_tags,Seine River,True
2124,Sailing Boat,object_tags,Sailing Boats,False
2124,Trees,object_tags,Trees,True
2124,Sky,object_tags,Sky,True
2124,Riverbank,object_tags,Riverbank,True
2124,Distant Buildings,object_tags,Distant Buildings,True
2124,Vegetation,object_tags,Vegetation,True
2125,Vegetation,object_tags,Vegetation,True
2126,Vegetation,object_tags,Vegetation,True
2127,Landscape,object_tags,Landscape,True
2127,Sky,object_tags,Sky,True
2127,Tree,object_tags,Tree,True
2127,Armor,object_tags,Armor,True
2127,Weapons,object_tags,Weapons,True
2127,Drapery,object_tags,Drapery,True
2128,Lake,object_tags,Lake,True
2128,Mountains,object_tags,Mountains,True
2128,Vegetation,object_tags,Vegetation,True
2128,Sky,object_tags,Sky,True
2129,Gentleman,object_tags,Gentleman,True
2129,Papers,object_tags,Papers,True
2129,Book,object_tags,Book,True
2129,Inkwell,object_tags,Inkwell,True
2129,Quill,object_tags,Quill,True
2130,Sheep,object_tags,Sheep,True
2130,Background,object_tags,Background,True
2131,Spectators,object_tags,Spectators,True
2131,Animals,object_tags,Animals,True
2131,Trees,object_tags,Trees,True
2131,Sky,object_tags,Sky,True
2131,Ground,object_tags,Ground,True
2132,Trees,object_tags,Trees,True
2132,Water,object_tags,Water,True
2132,Figures,object_tags,Figures,True
2132,Sky,object_tags,Sky,True
2132,Hills,object_tags,Hills,True
2132,Clouds,object_tags,Clouds,True
2133,Ocean,object_tags,Ocean,True
2133,Beach,object_tags,Beach,True
2133,Flora,object_tags,Flora,True
2133,Clouds,object_tags,Clouds,True
2133,Sand,object_tags,Sand,True
2134,Chair,object_tags,Chair,True
2135,River Thames,object_tags,River Thames,True
2135,Sky,object_tags,Sky,True
2135,Buildings,object_tags,Buildings,True
2136,Virgin Mary,object_tags,Virgin Mary,True
2136,Christ Child,object_tags,Christ Child,True
2136,Saint John The Baptist,object_tags,Saint John The Baptist,True
2136,Staff,object_tags,Staff,True
2137,Pathway,object_tags,Pathway,True
2137,Building,object_tags,Building,True
2137,Trees,object_tags,Trees,True
2137,Shadows,object_tags,Shadows,True
2137,Clouds,object_tags,Clouds,True
2138,Soldiers,object_tags,Soldiers,True
2138,Weapons,object_tags,Weapons,True
2139,Jesus Christ,object_tags,Jesus Christ,True
2139,Cross,object_tags,Cross,True
2140,Man,object_tags,Man,True
2140,Ruff,object_tags,Ruff,True
2140,Clothing,object_tags,Clothing,True
2141,Haystacks,object_tags,Haystacks,True
2141,Snow,object_tags,Snow,True
2141,Sky,object_tags,Sky,True
2142,Seated,object_tags,Seated,True
2142,Dress,object_tags,Dress,True
2143,Cupid,object_tags,Cupid,True
2143,Rope,object_tags,Ropes,False
2144,Halo,object_tags,Halo,True
2145,Woman,object_tags,Woman,True
2145,Chair,object_tags,Chair,True
2145,Flowers,object_tags,Flowers,True
2146,The Virgin Mary,object_tags,Virgin Mary,False
2146,The Christ Child,object_tags,Christ Child,False
2146,Onlookers,object_tags,Onlookers,True
2146,Landscape,object_tags,Landscape,True
2146,Architecture,object_tags,Architecture,True
2146,Animals,object_tags,Animals,True
2148,Paris,object_tags,Paris,True
2148,Trees,object_tags,Trees,True
2148,Distant Mountains,object_tags,Distant Mountains,True
2148,Castle,object_tags,Castle,True
2148,Sky,object_tags,Sky,True
2148,Helmets,object_tags,Helmet,False
2148,Vase,object_tags,Vase,True
2149,Figures,object_tags,Figures,True
2149,Sky,object_tags,Sky,True
2149,Columns,object_tags,Columns,True
2149,Foliage,object_tags,Foliage,True
2150,Onlooker,object_tags,Onlookers,False
2150,Table,object_tags,Table,True
2150,Chairs,object_tags,Chairs,True
2151,Artist,object_tags,Artist,True
2151,Table,object_tags,Table,True
2151,Chair,object_tags,Chair,True
2152,Classical Architecture,object_tags,Classical Architecture,True
2152,Clouds,object_tags,Clouds,True
2152,Human Figures,object_tags,Human Figures,True
2152,Dog,object_tags,Dog,True
2152,Distant Buildings,object_tags,Distant Buildings,True
2153,Mountains,object_tags,Mountains,True
2153,Trees,object_tags,Trees,True
2153,Waterfalls,object_tags,Waterfall,False
2153,Rocks,object_tags,Rocks,True
2153,Vegetation,object_tags,Vegetation,True
2153,Mist,object_tags,Mist,True
2154,Figures,object_tags,Figures,True
2154,Trees,object_tags,Trees,True
2154,Distant Hills,object_tags,Distant Hills,True
2154,Sky,object_tags,Sky,True
2154,Clouds,object_tags,Clouds,True
2155,Young,object_tags,Young,True
2155,Flowers,object_tags,Flowers,True
2155,Vase,object_tags,Vase,True
2155,Window,object_tags,Window,True
2156,Woman,object_tags,Woman,True
2156,Trees,object_tags,Trees,True
2156,Shoes,object_tags,Shoes,True
2156,Shadows,object_tags,Shadows,True
2157,Landscape,object_tags,Landscape,True
2157,Sky,object_tags,Sky,True
2158,River,object_tags,River,True
2158,Trees,object_tags,Trees,True
2158,Figure,object_tags,Figure,True
2158,Boat,object_tags,Boat,True
2158,Riverbank,object_tags,Riverbank,True
2158,Sky,object_tags,Sky,True
2158,Reflections,object_tags,Reflections,True
2159,Woman,object_tags,Woman,True
2160,Young,object_tags,Young,True
2160,Garden,object_tags,Garden,True
2160,Distant Trees,object_tags,Distant Trees,True
2160,Sky,object_tags,Sky,True
2161,Seated,object_tags,Seated,True
2161,Chair,object_tags,Chair,True
2162,Table Surface,object_tags,Table Surface,True
2163,Women,object_tags,Women,True
2163,Birds,object_tags,Birds,True
2163,Plants,object_tags,Plants,True
2164,River,object_tags,River,True
2164,Rocks,object_tags,Rocks,True
2164,Hills,object_tags,Hills,True
2164,Vegetation,object_tags,Vegetation,True
2166,Terrace,object_tags,Terrace,True
2166,Figures,object_tags,Figures,True
2168,Sky,object_tags,Sky,True
2168,Field,object_tags,Field,True
2168,Water Body,object_tags,Water Body,True
2169,Woman,object_tags,Woman,True
2169,Dark Dress,object_tags,Black Dress,False
2170,Trees,object_tags,Trees,True
2170,Water Body,object_tags,Water Body,True
2170,Sky,object_tags,Sky,True
2170,Terrace,object_tags,Terrace,True
2171,Horse,object_tags,Horse,True
2171,Cloudy Sky,object_tags,Cloudy Sky,True
2171,Distant Buildings,object_tags,Distant Buildings,True
2172,Woman,object_tags,Woman,True
2172,Child,object_tags,Child,True
2172,Vegetation,object_tags,Vegetation,True
2172,Pathway,object_tags,Pathway,True
2173,Boats,object_tags,Boats,True
2173,Sea,object_tags,Sea,True
2173,Sky,object_tags,Sky,True
2173,Waves,object_tags,Waves,True
2173,Clouds,object_tags,Clouds,True
2173,Shadows,object_tags,Shadows,True
2174,Horse,object_tags,Horse,True
2174,Grass,object_tags,Grass,True
2174,Sky,object_tags,Sky,True
2174,Distant Hills,object_tags,Distant Hills,True
2175,Calligraphy,object_tags,Calligraphy,True
2176,Ships,object_tags,Ships,True
2176,Sky,object_tags,Sky,True
2177,Figures,object_tags,Figures,True
2177,Marine,object_tags,Marine,True
2177,Cane,object_tags,Cane,True
2179,Clear Sky,object_tags,Clear Sky,True
2179,Buildings,object_tags,Buildings,True
2180,Mountains,object_tags,Mountains,True
2180,Sky,object_tags,Sky,True
2180,Dusk,object_tags,Dusk,True
2181,Pathways,object_tags,Pathways,True
2181,Calligraphy,object_tags,Calligraphy,True
2182,Virgin Mary,object_tags,Virgin Mary,True
2182,Christ Child,object_tags,Christ Child,True
2182,Halo,object_tags,Halo,True
2182,Red Drapery,object_tags,Red Drapery,True
2183,Path,object_tags,Path,True
2184,Horses,object_tags,Horses,True
2184,Weapons,object_tags,Weapons,True
2184,Traditional Garments,object_tags,Traditional Attire,False
2184,Landscape,object_tags,Landscape,True
2184,Clouds,object_tags,Clouds,True
2185,Red Curtain,object_tags,Red Curtain,True
2185,Window,object_tags,Window,True
2186,Figure,object_tags,Figure,True
2186,Hat,object_tags,Hat,True
2186,Ruffled Collar,object_tags,Ruffled Collar,True
2186,Clothing,object_tags,Clothing,True
2187,Virgin Mary,object_tags,Virgin Mary,True
2187,Christ Child,object_tags,Christ Child,True
2187,Landscape,object_tags,Landscape,True
2187,Architectural Columns,object_tags,Architectural Column,False
2188,Landscape,object_tags,Landscape,True
2188,Figure,object_tags,Figure,True
2188,Hills,object_tags,Hills,True
2188,Rocks,object_tags,Rocks,True
2189,Table,object_tags,Table,True
2189,Background,object_tags,Background,True
2190,Trees,object_tags,Trees,True
2190,Buildings,object_tags,Buildings,True
2190,Bridges,object_tags,Bridges,True
2190,Furniture,object_tags,Furniture,True
2190,Clouds,object_tags,Clouds,True
2191,Attendants,object_tags,Attendants,True
2192,Terrace,object_tags,Terrace,True
2192,Dogs,object_tags,Dogs,True
2192,Trees,object_tags,Trees,True
2192,Birds,object_tags,Birds,True
2192,Architectural Column,object_tags,Architectural Column,True
2193,Lace Collar,object_tags,Lace Collar,True
2193,Jewelry,object_tags,Jewelry,True
2194,Fences,object_tags,Fences,True
2194,Gold Leaf Background,object_tags,Gold Leaf Background,True
2194,Paper,object_tags,Paper,True
2195,Venus,object_tags,Venus,True
