name,artist_id,birth_date,death_date,birth_date_dt,death_date_dt,nationality_id,nationality,image_url,wikipedia_title,biography,family_name,given_name
Louis Hersent,Q761853,1777,1860,+1777-03-10T00:00:00Z,+1860-10-02T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Louis Hersent - Self-portrait 1848.jpg,Louis Hersent,Louis Hersent (10 March 1777 – 2 October 1860) was a French painter.,Hersent,Louis
Joseph Aved,Q489437,1702,1766,+1702-01-12T00:00:00Z,+1766-03-04T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/ChemistLaboratory.jpg,Jacques Aved,"Jacques-André-Joseph Aved (12 January 1702 – 4 March 1766), also called le Camelot (The Hawker) and Avet le Batave (The Dutch Avet), was a French painter of the 18th century and one of the main French Rococo portraitists. He painted among others the Ottoman Empire ambassador to France in 1742, Yirmisekizzade Mehmed Said Efendi.
His father was a physician and he was orphaned when he was a little boy. He was raised in Amsterdam by one of his uncles, who was a captain in the Dutch Army.
After his training in Amsterdam with François Boitard and Bernard Picart, Jacques Aved started working in Paris for Belle in 1721. He later entered at the Royal Academy of Painting and Sculpture (Académie royale de peinture et de sculpture) in 1731 and he was appointed councillor after graduating in 1734 and in 1759, he took part in his last salon. In 1753 he became a member of the Confrerie Pictura.
As an art dealer and collector, he owned one of the most important collections with works by Italian, French and especially Dutch artists. This collection was sold at auction in 1766.
Carle Van Loo, François Boucher, Dumont le Romain and Chardin were some of his pupils.",Aved,Jacques
Master of the Fröndenberg Altar,Q62596557,,,,,,,,,,,
Carolino da Viterbo,Q27553450,,,,,,,,,,da Viterbo,Carolino
Maurice Denis,Q440369,1870,1943,+1870-11-25T00:00:00Z,+1943-11-13T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Maurice Denis - photo Henri Manuel.jpg,Maurice Denis,"Maurice Denis (French: [dəni]; 25 November 1870 – 13 November  1943) was a French painter, decorative artist, and writer. An important figure in the transitional period between impressionism and modern art, he is associated with  Les Nabis, symbolism, and later neo-classicism. His theories contributed to the foundations of cubism, fauvism, and abstract art. Following the First World War, he founded the Ateliers d'Art Sacré (Workshops of Sacred Art), decorated the interiors of churches, and worked for a revival of religious art.",Denis,Maurice
Jean de Beaumetz,Q2288567,1335,1396,+1335-00-00T00:00:00Z,+1396-01-01T00:00:00Z,Q142,France,"https://commons.wikimedia.org/wiki/Special:FilePath/Dijon - Chartreuse de Champmol, crucifixion.jpg",Jean de Beaumetz,"Jean de Beaumetz is recorded to have been ""painter and valet"" to Philip the Bold, for whom he painted numerous works, and decorated, among other chapels, that of the Castle of Argilli, in Burgundy. Some of his mural paintings are still preserved at château de Germolles. Jean de Beaumetz was employed by his patron from about 1375 to 1395.",de Beaumetz,Jean
Jean-Bernard Restout,Q2119254,1732,1797,+1732-02-22T00:00:00Z,+1797-07-18T00:00:00Z,Q70972,Kingdom of France,https://commons.wikimedia.org/wiki/Special:FilePath/Boy in a Child's Chair (Jean Restout d.y.) - Nationalmuseum - 17885.tif,Jean-Bernard Restout,Jean-Bernard Restout (22 February 1732 – 18 July 1797) was a French painter.,Restout,Jean Bernard
Kim Si-hyeon,Q62919296,1999,,+1999-08-05T00:00:00Z,,Q884,South Korea,https://commons.wikimedia.org/wiki/Special:FilePath/190329 김시현 01.png,Kim Si-hyeon,"Kim Si-hyeon (Korean: 김시현; born August 5, 1999), known mononymously as Sihyeon, is a South Korean singer and actress. She is the leader and vocalist of girl group Everglow, formed by Yuehua Entertainment.",Kim,Si
Olivuccio di Ciccarello,Q1094527,1365,1439,+1365-01-01T00:00:00Z,+1439-01-01T00:00:00Z,,,,Olivuccio di Ciccarello,"Olivuccio Ceccarello di Ciccarello (died 1439) was an Italian painter.  Little is known of his life. He was a native of Camerino and was active from 1388 until his death.  In 2002 works formerly attributed to an obscure painter named Carlo da Camerino were re-attributed to Olivuccio di Ciccarello as it had become clear Carlo da Camerino had never existed.
He worked at Ancona, where he was the most important painter of the gothic painting school.",Ciccarello,Olivuccio
Jeptha Wade,Q21794020,1811,1890,+1811-08-11T00:00:00Z,+1890-08-09T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Jeptha H. Wade cph.3a02135.jpg,Jeptha Wade,"Jeptha Homer Wade (August 11, 1811 – August 9, 1890) was an American industrialist, philanthropist, and one of the founding members of Western Union Telegraph. Wade was born in Romulus, New York, the youngest of nine children of Jeptha and Sarah (Allen) Wade. He made the first Daguerreotypes west of New York, was a portrait painter, and moved to Adrian, Michigan, in 1840 before developing an interest in the telegraph.",Wade,Jeptha Homer
Henry Church,Q97578746,1836,1908,+1836-01-01T00:00:00Z,+1908-01-01T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Henry Church - Self-Portrait with Five Muses - 2012.30 - Cleveland Museum of Art.tif,,,Church,Henry
Joseph-Marie Vien,Q647934,1716,1809,+1716-06-18T00:00:00Z,+1809-03-27T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/JMVien.jpg,Joseph-Marie Vien,"Joseph-Marie Vien (sometimes anglicised as Joseph-Mary Wien; 18 June 1716 – 27 March 1809) was a French painter. He was the last holder of the post of Premier peintre du Roi, serving from 1789 to 1791.",Vien,Joseph-Marie
Fulchran-Jean Harriet,Q3090717,1776,1805,+1776-01-01T00:00:00Z,+1805-09-09T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Fulchran-Jean Harriet - Autoportrait (1801).jpg,Fulchran-Jean Harriet,Fulchran-Jean Harriet (1776 – 9 September 1805) was a French academic painter.,Harriet,Fulchran
Catarino Veneziano,Q4217193,14th century,,+1400-01-01T00:00:00Z,,Q4948,Republic of Venice,,,,Veneziano,Caterino
Zhang Wo,Q8070336,14th century,,+1350-00-00T00:00:00Z,,,,,Zhang Wo,"Zhang Wo (or Zhang Wu, Chinese: 張渥), courtesy name as Shuhou, sobriquet as Zhenqisheng and Jianghaike, is a famed Chinese painter who was active during the Yuan Dynasty. Both his birth and death dates are unknown.
Zhang was born in Hangzhou in the Zhejiang province. His style name was 'Zhong Chun' and his sobriquet was 'Mi Gong'. Zhang's painting followed the fluent and pure style of Li Gonglin. Zhang specialized in painting human figures.",Zhang,Wo
Stefan Lochner,Q290812,1410,1451,+1410-01-01T00:00:00Z,+1451-01-01T00:00:00Z,Q183,Germany,,Stefan Lochner,"Stefan Lochner (the Dombild Master or Master Stefan; c. 1410 – late 1451) was a German painter working in the late International Gothic period. His paintings combine that era's tendency toward long flowing lines and brilliant colours with the realism, virtuoso surface textures and innovative iconography of the early Northern Renaissance. Based in Cologne, a commercial and artistic hub of northern Europe, Lochner was one of the most important German painters before Albrecht Dürer. Extant works include single-panel oil paintings, devotional polyptychs and illuminated manuscripts, which often feature fanciful and blue-winged angels. Today some thirty-seven individual panels are attributed to him with confidence.
Less is known of his life. Art historians associating the Dombild Altarpiece master with the historical Stefan Lochner think he was born in Meersburg in south-west Germany around 1410, and that he spent some of his apprenticeship in the Low Countries. Records further indicate that his career developed quickly but was cut short by an early death. We know that he was commissioned around 1442 by the Cologne council to provide decorations for the visit of Emperor Frederick III, a major occasion for the city. Records from the following years indicate growing wealth and the purchase of a number of properties around the city. Thereafter he seems to have over-extended his finances and fallen into debt. Plague hit Cologne in 1451 and there, apart from the records of creditors, mention of Stephan Lochner ends; it is presumed he died that year, aged around 40.

Lochner's identity and reputation were lost until a revival of 15th-century art during the early 19th-century romantic period. Despite extensive historical research, attribution remains difficult; for centuries a number of associated works were grouped and loosely attributed to the Dombild Master, a notname taken from the Dombild Altarpiece (in English cathedral picture, also known as the Altarpiece of the City's Patron Saints) still in Cologne Cathedral. One of Dürer's diary entries became key, 400 years later, in the 20th-century establishment of Lochner's identity. Only two attributed works are dated, and none are signed. His influence on successive generations of northern artists was substantial. Apart from the many direct copies made in the later 15th century, echoes of his panels can be seen in works by Rogier van der Weyden and Hans Memling. Lochner's work was praised by Friedrich Schlegel and Goethe for its qualities, especially the ""sweetness and grace"" of his Madonnas.",Lochner,Stefan
Conrad Laib,Q1126868,1410,,+1410-01-01T00:00:00Z,,Q183,Germany,https://commons.wikimedia.org/wiki/Special:FilePath/Conrad Laib Kreuzigung.jpg,,,Laib,Konrad
Max Bohm,Q6794597,1868,1923,+1868-01-21T00:00:00Z,+1923-09-19T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/MaxBohm.jpg,Max Bohm,"Max Bohm (1868 – September 19, 1923) was an American artist who spent much of his time in Europe.",Bohm,Max
Andrea di Bonaiuto,Q495419,1343,1379,+1343-01-01T00:00:00Z,+1379-01-01T00:00:00Z,Q148540,Republic of Florence,,Andrea di Bonaiuto da Firenze,"Andrea di Bonaiuto da Firenze or Andrea da Firenze (I) (active 1343 – 1377) was an Italian painter active in Florence.
He was probably born in Florence where he was active from 1343. His earliest works suggest that he was in close contact with the workshop of Andrea di Cione.
Andrea di Bonaiuto is known for his stained glass window of the Coronation of Mary in the Basilica of Santa Maria Novella, and his fresco decorations in the Spanish chapel (then called Cappellone degli Spagnoli) of the chapter house there.  The central theme of the frescos in the Spanish chapel is the glorification of the Dominican Order.
From mid 1366 to mid 1367 Andrea di Bonaiuto was one of the artists advising on the construction of Florence Cathedral.
He died in Pisa while working on a fresco on the Legend of St Raneiro at the Camposanto Monumentale.
Although a follower of traditional models, Andrea di Bonaiuto brought innovation by softening details and contours with soft and blended shadows and emphasizing the two-dimensional aspect of the painted surface through painted and punched decorative effects.",da Firenze,Andrea
Maestro Espressionista di Santa Chiara,Q16574910,13th century,14th century,+1300-00-00T00:00:00Z,+1400-00-00T00:00:00Z,,,"https://commons.wikimedia.org/wiki/Special:FilePath/Assisi, santa chiara, interno, maestro espressionista di santa Chiara, volta con sante 01.JPG",Expressionist Master of Santa Chiara,"The Expressionist Master of Santa Chiara was an Umbrian painter active between about 1290 and around 1330.  He has been identified as one of Giotto's principal followers; some contend that his hand may be identified in a series of frescos attributed to Giotto in the Basilica of San Francesco d'Assisi.  Among the surviving works attributed to him are a set of processional crucifixes, including one in the Cleveland Museum of Art.",Master of Santa Chiara,
Laurent Girardin,Q62595931,,1478,,+1478-01-01T00:00:00Z,,,,,,Girardin,Laurent
Louis Hayet,Q595099,1864,1940,+1864-08-29T00:00:00Z,+1940-12-27T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Louis Hayet.jpg,Louis Hayet,"Louis Hayet (29 August 1864, Pontoise – 27 December 1940, Cormeilles-en-Parisis) was a French Post-Impressionist painter.",Hayet,Louis
Jacopo da Sellaio,Q2525549,1442,1493,+1442-01-01T00:00:00Z,+1493-11-21T00:00:00Z,,,https://commons.wikimedia.org/wiki/Special:FilePath/Jacopo del Sellaio 006.jpg,Jacopo da Sellaio,"Jacopo del Sellaio (1441/42–1493) was an Italian painter of the early Renaissance, active in his native Florence. His real name was Jacopo di Arcangelo. He worked in an eclectic style based on those of Botticelli, Filippino Lippi, and Domenico Ghirlandaio. The nickname Sellaio derives from the profession of his father, a saddle maker.
According to Vasari, Sellaio was a pupil of Fra Filippo Lippi. In Lippi's workshop he would have met Botticelli, who had a lasting influence on Sellaio's work. Sellaio joined the Florentine painters' confraternity the Compagnia di San Luca in 1460. In 1472 he was sharing a workshop with Biagio d'Antonio, and in 1473 he formed a partnership with Filippo di Giuliano that he maintained until his death in 1493. A painter named Zanobi di Giovanni is documented in the workshop in 1490. Neither Filippo nor Zanobi's extant works have been identified, but the former is sometimes identified with the anonymous painter known as the Master of the Fiesole Epiphany.
Today Sellaio is best known for paintings from the fronts of cassoni, or wedding chests. These often depict stories from ancient mythology, Roman history, or the Bible. His most famous such commission is the Morelli and Nerli pair of 1472 (now London, Courtauld Institute Gallery), manufactured by the carpenter Zanobi di Domenico and painted by Sellaio in collaboration with Biagio d'Antonio. Sellaio's three panels with the Story of Esther, now in the Uffizi Gallery, Florence, also belonged to a pair of cassoni along with two other panels now in the Museum of Fine Arts, Budapest and the Louvre, Paris.
Sellaio produced a large number of religious panels, including many of the Saint Jerome and Saint John the Baptist. His altarpieces include two panels of the Annunciation for Santa Lucia de' Magnoli, Florence, painted in 1473; a Pietà commissioned in 1483 for the chapel of the Compagnia di San Frediano detta della Brucciata in the Florentine church of San Frediano (later at the Royal Museum in Berlin and destroyed in 1945); and a Crucifixion painted around 1490, also for San Frediano and now in the church of seventeenth-century church of San Frediano in Cestello.
Sellaio's son, Arcangelo (1477/78–1531), was also a painter, and was formerly known as the Master of the Miller Tondo.
During the German occupation of France, Sellaio's ""Madonna and Child, Saint John the Baptist and two angels"" was seized in Paris from Austrian refugees Anne and Fritz Unger by a Nazi looting organisation. The painting resurfaced in 1974 at the Galerie Fischer in Lucerne, Switzerland, and was acquired via Christies and an Italian antiquarian by the Italian collector, Francesco Federico Cerruti.  A settlement between the Cerruti Foundation and the Arens-Unger family specified that the museum will tell the history of the stolen and recovered work.
The American poet Ezra Pound wrote a poem called Of Jacopo del Sellaio.",Sellaio,Jacopo del
Master of the Krainburg Altar,Q1918557,15th century,16th century,+1480-00-00T00:00:00Z,+1530-00-00T00:00:00Z,,,https://commons.wikimedia.org/wiki/Special:FilePath/Meister des Krainburger Altars 001.jpg,,,Master of the Krainburg Altar,
Yan Hui,Q55105018,1995,,+1995-09-23T00:00:00Z,,Q148,People's Republic of China,,Yan Hui (curler),"Yan Hui (born September 23, 1995 in Baishan) is a Chinese female curler from Changchun. She is a 2017 Pacific-Asia bronze medallist.",Yan,Hui
Du Jin,Q45547552,,,,,Q9903,Ming dynasty,,,,Du,Jin
Raymond Jonson,Q7298911,1891,1982,+1891-07-18T00:00:00Z,+1982-05-10T00:00:00Z,Q30,United States of America,,Raymond Jonson,"Raymond Jonson (July 18, 1891 – May 10, 1982), was an American-born Modernist painter known for his paintings of the American Southwest. Born Carl Raymond Johnson, he originally signed his paintings C. Raymond Johnson, but later used Raymond Jonson, dropping the first initial and reverting to a more traditional spelling of his last name.
Jonson organized modernist exhibitions at the Museum of New Mexico. He established the Atalaya Art School, teaching art classes, and founded the Transcendental Painting Group in 1938.  Raymond Jonson established the Jonson Gallery at the University of New Mexico in 1950. The gallery later moved to the University of New Mexico Art Museum.",Jonson,Raymond
Muhammad Ali,Q36107,1942,2016,+1942-01-17T00:00:00Z,+2016-06-03T00:00:00Z,Q30,United States of America,https://commons.wikimedia.org/wiki/Special:FilePath/Muhammad Ali NYWTS.jpg,Muhammad Ali,"Muhammad Ali (; born Cassius Marcellus Clay Jr.; January 17, 1942 – June 3, 2016) was an American professional boxer and activist. Nicknamed ""the Greatest"", he is regarded as one of the most significant sports figures of the 20th century and is often regarded as the greatest heavyweight boxer of all time. He held the Ring magazine heavyweight title from 1964 to 1970. He was the undisputed champion from 1974 to 1978 and the WBA and Ring heavyweight champion from 1978 to 1979. In 1999, he was named Sportsman of the Century by Sports Illustrated and the Sports Personality of the Century by the BBC.
Born and raised in Louisville, Kentucky, he began training as an amateur boxer at age 12. At 18, he won a gold medal in the light heavyweight division at the 1960 Summer Olympics and turned professional later that year. He converted to Islam after 1961. He won the world heavyweight championship, defeating Sonny Liston in a major upset on February 25, 1964, at age 22. During that year, he denounced his birth name as a ""slave name"" and formally changed his name to Muhammad Ali. In 1967, Ali refused to be drafted into the military, owing to his religious beliefs and ethical opposition to the Vietnam War, and was found guilty of draft evasion and stripped of his boxing titles. He stayed out of prison while appealing the decision to the Supreme Court, where his conviction was overturned in 1971. He did not fight for nearly four years and lost a period of peak performance as an athlete. Ali's actions as a conscientious objector to the Vietnam War made him an icon for the larger counterculture of the 1960s generation, and he was a very high-profile figure of racial pride for African Americans during the civil rights movement and throughout his career. As a Muslim, Ali was initially affiliated with Elijah Muhammad's Nation of Islam (NOI). He later disavowed the NOI, adhering to Sunni Islam.
He fought in several historic boxing matches, including his highly publicized fights with Sonny Liston, Joe Frazier (including the Fight of the Century, the biggest boxing event up until then), the Thrilla in Manila, and his fight with George Foreman in The Rumble in the Jungle. Ali thrived in the spotlight at a time when many boxers let their managers do the talking, and he became renowned for his provocative and outlandish persona. He was famous for trash-talking, often free-styled with rhyme schemes and spoken word poetry, and has been recognized as a pioneer in hip hop. He often predicted in which round he would knock out his opponent. As a boxer, Ali was known for his unorthodox movement, fancy footwork, head movement, and rope-a-dope technique, among others.
Outside boxing, Ali attained success as a spoken word artist, releasing two studio albums: I Am the Greatest! (1963) and The Adventures of Ali and His Gang vs. Mr. Tooth Decay (1976). Both albums received Grammy Award nominations. He also featured as an actor and writer, releasing two autobiographies. Ali retired from boxing in 1981 and focused on religion, philanthropy, and activism. In 1984, he made public his diagnosis of Parkinson's syndrome, which some reports attributed to boxing-related injuries, though he and his specialist physicians disputed this. He remained an active public figure globally, but in his later years made fewer public appearances as his condition worsened, and he was cared for by his family.",Ali,Muhammad
Ren Renfa,Q2032614,1254,1327,+1254-01-01T00:00:00Z,+1327-01-01T00:00:00Z,Q7313,Yuan dynasty,https://commons.wikimedia.org/wiki/Special:FilePath/任仁發 呉郡名賢図賛.jpg,Ren Renfa,"Ren Renfa (simplified Chinese: 任仁发; traditional Chinese: 任仁發; pinyin: Rèn Rénfā; Wade–Giles: Jen Jen-fa) (1254–1327), courtesy name Ziming (子明), pseudonym Yueshan Daoren (月山道人; lit. ""Taoist on the Moon Mountain""), was an expert of irrigation works, artist, and a government official of the Yuan dynasty. He was born in Qinglong Town, Songjiang (松江青龙镇 – present day Qingpu District, Shanghai). 
Ren drew some outstanding paintings of horses, people, flowers and birds. His style is similar to the artists of the Tang dynasty (608–907) and he is considered a direct successor to Li Gonglin (1049–1106) of the Northern Song dynasty. His paintings of horses are comparable to those by Zhao Mengfu.
Despite his position under alien Mongol emperors, Ren did not shy from producing works with a political subtext. His inscription on Fat and Lean Horses explains that the ""fat horse represents the self-satisfied, wealthy official and the lean one the humble, poor, self-deprecating official.""
Ren's hydrological works include dredging the area in what is now Beijing to improve the water supply and leading a team to build embankments after the Yellow River burst its banks.",Ren,Renfa
Hippolyte Flandrin,Q472235,1809,1864,+1809-03-23T00:00:00Z,+1864-03-21T00:00:00Z,Q142,France,"https://commons.wikimedia.org/wiki/Special:FilePath/Flandrin, Hippolyte, BNF Gallica Reutlinger.jpg",Hippolyte Flandrin,"Jean-Hippolyte Flandrin (23 March 1809 – 21 March 1864) was a French Neoclassical painter. His most celebrated work, Jeune Homme Nu Assis au Bord de la Mer (1836) is held in the Louvre.",Flandrin,Hippolyte Jean
Tatebayashi Kagei,Q68853260,,,,,,,,,,Tatebayashi,Kagei
Giambattista Pittoni,Q982011,1687,1767,+1687-06-06T00:00:00Z,+1767-11-06T00:00:00Z,Q4948,Republic of Venice,"https://commons.wikimedia.org/wiki/Special:FilePath/Giambattista Pittoni, portrait from Longhi 1762, cropped.jpg",Giambattista Pittoni,"Giambattista Pittoni or Giovanni Battista Pittoni (6 June 1687 – 6 November 1767) was a Venetian painter of the late Baroque or Rococo period. He was among the founders of the Academy of Fine Arts of Venice, of which in 1758 he became the second president, succeeding Tiepolo.",Pittoni,Giovanni Battista
Joseph Paelinck,Q1418901,1781,1839,+1781-03-20T00:00:00Z,+1839-06-19T00:00:00Z,Q31,Belgium,https://commons.wikimedia.org/wiki/Special:FilePath/Joseph Paelinck.jpg,Joseph Paelinck,"Joseph Paelinck, (20 March 1781 – 19 June 1839) was a painter from the Southern Netherlands.",Paelinck,Joseph
Katsushika Ōi,Q11621076,1800,1866,+1800-00-00T00:00:00Z,+1866-00-00T00:00:00Z,Q17,Japan,https://commons.wikimedia.org/wiki/Special:FilePath/Katsushika ōi.jpg,Katsushika Ōi,"Katsushika Ōi (葛飾 応為, c. 1800 – c. 1866), also known as Ei (栄) or Ei-jo, was a Japanese Ukiyo-e artist of the early 19th century Edo period. She was a daughter of Hokusai from his second wife. Ōi was an accomplished painter who also worked as a production assistant to her father.

",Ōi,Katsushika
Ma Lin,Q317851,1980,,+1980-02-19T00:00:00Z,,Q148,People's Republic of China,https://commons.wikimedia.org/wiki/Special:FilePath/Mondial Ping - Men's Doubles - Semifinals - 34.jpg,Ma Lin (table tennis),"Ma Lin (Chinese: 马琳; pinyin: Mǎ Lín; born February 19, 1980) is a retired Chinese table tennis player, Olympic champion, and the current Chinese Women's Team Head Coach.
Ma learned to play table tennis at age five and became a member of the provincial team in 1990. In 1994, he joined the Chinese national team. Ma is the only male player ever to win Olympic gold in Singles, Doubles and Team. He previously held a professional era record of 5 major titles (4 World Cups and 1 Olympic Gold), having won more World Cups than any other male table tennis player in history.
He has since been surpassed by Ma Long, who has won 7 major titles.
He has won a total of 18 world championships in his career.
Since retiring in December 2013, Ma has been serving as the head coach of the Guangdong provincial table tennis team. He became the head coach of the China National Women's Team in December 2022.",Ma,Lin
Johann König,Q439439,1586,1642,+1586-10-21T00:00:00Z,+1642-03-04T00:00:00Z,Q183,Germany,,Johann König (painter),Johann König (21 October 1586 – 4 March 1642) was a German painter. He was a follower of Adam Elsheimer. He is known primarily for his painted copper panels.,König,Johann
Bartolomeo Veneto,Q809520,1502,1555,+1502-00-00T00:00:00Z,+1555-01-01T00:00:00Z,,,,Bartolomeo Veneto,"Bartolomeo Veneto (active 1502–31) was an Italian painter who worked in Venice, the Veneto (the mainland), and Lombardy. During his time in Venice, he studied under Gentile Bellini. The little information available about Bartolomeo's life has been derived from his signatures, dates, and inscriptions. His best-known works are portraits or pictures with portrait-like character. Bartolomeo's later works, and especially those done on commission in Milan, indicate an influence from the artist Leonardo da Vinci.",Veneto,Bartolomeo
Tao Cheng,Q56895635,,,,,,,,,,Tao,Cheng
Léon Cogniet,Q544646,1794,1880,+1794-08-29T00:00:00Z,+1880-11-20T00:00:00Z,Q142,France,https://commons.wikimedia.org/wiki/Special:FilePath/Léon Cogniet self-portrait 1818.jpg,Léon Cogniet,"Léon Cogniet (29 August 1794 – 20 November 1880) was a French history and portrait painter. He is probably best remembered as a teacher, with more than one hundred notable students.",Cogniet,Léon
Hongshou Chen,Q11658418,1768,1822,+1768-01-01T00:00:00Z,+1822-01-01T00:00:00Z,Q8733,Qing dynasty,https://commons.wikimedia.org/wiki/Special:FilePath/陳鴻壽.jpg,,,Chen,Hongshou
Chaïm Soutine,Q160141,1893,1943,+1893-01-13T00:00:00Z,+1943-08-09T00:00:00Z,Q34266,Russian Empire,"https://commons.wikimedia.org/wiki/Special:FilePath/1918, Soutine, Self Portrait.jpg",Chaïm Soutine,"Chaïm Soutine (French pronunciation: [ʃaim sutin]; Russian: Хаим Соломонович Сутин, romanized: Khaim Solomonovich Sutin; Yiddish: חײם סוטין, romanized: Chaim Sutin; 13 January 1893 – August 1943) was a French painter of Belarusian-Jewish origin of the School of Paris, who made a major contribution to the Expressionist movement while living and working in Paris.
Inspired by classic painting in the European tradition, exemplified by the works of Rembrandt, Chardin and Courbet, Soutine developed an individual style more concerned with shape, color, and texture than representation, which served as a bridge between more traditional approaches and the developing form of Abstract Expressionism.",Soutine,Chaïm
Shravana,Q68857626,,,,,,,,,,Shravana,
Rattan Lal,Q62712764,1944,,+1944-09-05T00:00:00Z,,,,,Rattan Lal,"Rattan Lal (born 5 September 1944) is a soil scientist. His work focuses on regenerative agriculture through which soil can help resolve global issues such as climate change, food security and water quality. He is considered a pioneer in soil-centric agricultural management to improve global food security and develop climate-resilient agriculture.
He has received the Padma Shri Award (2021), World Food Prize (2020), Arrell Global Food Innovation Award (2020), the Japan Prize (2019), the GCHERA World Agriculture Prize (2018), and the Glinka World Soil Prize (2018), among others, for his work.",Lal,
Li Anzhong,Q28104548,,,,,Q7462,Song dynasty,,,,Li,Anzhong
Juran,Q2671678,10th century,10th century,+1000-00-00T00:00:00Z,+1000-00-00T00:00:00Z,Q7462,Song dynasty,,Juran (painter),"Juran (Chinese: 巨然; Wade–Giles: Chü-jan) (fl. 10th century) was a Chinese landscape painter of the late Five Dynasties and Ten Kingdoms and early Northern Song periods.
Very little is known about Juran's life, and not even his family name is known (Juran is his Buddhist name). He was a native of Chiang-Ning and worked at the Southern Tang court in Jinling (today Nanjing). Around 975 Li Houzhu, the ruler of Southern Tang, surrendered to the Northern Song dynasty. Like many, he and his court were to move to the new capital, Bianjing (now Kaifeng); Juran went with them. He lived and worked at the K'ai-pao Buddhist temple in Bianjing, but quickly rose to prominence as landscape painter.
There are a few works that have been attributed to him on various grounds: two hanging scrolls in the collection of the National Palace Museum in Taipei, Taiwan (Storied Mountains and Dense Forests and Xiao Getting the Orchid Pavilion Scroll by Deception), and one hanging scroll in the collection of the Cleveland Museum of Art (Buddhist Monastery by Streams and Mountains). All these works show influence of Dong Yuan's style of rounded contours and soft brushstrokes, but no sign of the older painter's horizontal, level-distance landscape format. According to contemporary sources, Juran also painted a wall painting, Morning Scenery of Haze and Mist, very highly regarded by the artists of the time, but this work is lost.",Juran,
Govardhan,Q5588580,16th century,17th century,+1600-00-00T00:00:00Z,+1700-00-00T00:00:00Z,Q33296,Mughal Empire,https://commons.wikimedia.org/wiki/Special:FilePath/Govardhan. Shah Jahan and Dara Shikoh ca. 1638. Victoria and Albert Museum.jpg,Govardhan (artist),"Govardhan (fl. 1595–1640) was a Mughal era Indian painter of the Mughal school of painting. His father Bhavani Das, had been a minor painter in the imperial workshop. Like many other Mughal painters, they were Hindus. He joined the imperial service during the reign of Akbar and he continued his work till the reign of Shah Jahan. The examples of his work survived till date show that he was fond of rich, sensuous colour and softly modeled forms.
Govardhan was one of the illustrators of the Baburnama currently located in the British Museum, London. The Jahangir celebrating the festival of Ab-Pashi (1615), presently kept in the Raza Library in Rampur, India is one of his significant creations. The portraits created by him in the Jahangir albums are presently in the collections of various American and European museums. He depicted the different human physiques of the Indians with much accuracy. An excellent portrait of him was prepared by one of his contemporary painter, Daulat.",Govardhan,
Yuwen Xiuduoluo,Q45578311,,0660,,+0660-01-01T00:00:00Z,Q9683,Tang dynasty,,,,Xuechuang,Puming
Lü Wenying,Q70149822,,,,,Q9903,Ming dynasty,,,,Lu,Wenying
Augustus Egg,Q2578242,1816,1863,+1816-05-02T00:00:00Z,+1863-03-26T00:00:00Z,Q174193,United Kingdom of Great Britain and Ireland,https://commons.wikimedia.org/wiki/Special:FilePath/Richard Dadd - Augustus Egg - Google Art Project.jpg,Augustus Leopold Egg,"Augustus Leopold Egg RA (2 May 1816 – 26 March 1863) was a British Victorian artist, and member of The Clique best known for his modern triptych Past and Present (1858), which depicts the breakup of a middle-class Victorian family.",Egg,Augustus Leopold
Zhao Zhong,Q708162,2th century,0189,+0150-00-00T00:00:00Z,+0189-00-00T00:00:00Z,Q1147037,Eastern Han,,Zhao Zhong,,Zhao,Zhong
