title,creation_year_start,creation_year_end,medium,classification,dimension,artwork_id,full_image_url,artist_id,artist_display
"Text, folio 185 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-9d3713d5-1611-4f0f-b075-de6d84a82257,https://openaccess-cdn.clevelandart.org/1938.301.185.a/1938.301.185.a_full.tif,,
"Text, Folio 25 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-0da8ece0-d068-4d29-86a2-2a1c50f0c56d,https://openaccess-cdn.clevelandart.org/1938.301.25.a/1938.301.25.a_full.tif,,
"Text, Folio 27 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-c7793e68-b454-460d-8de4-8d24679a79ea,https://openaccess-cdn.clevelandart.org/1938.301.27.a/1938.301.27.a_full.tif,,
"Text, Folio 28 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-4200b075-6423-4c9e-a01e-d54747751c1e,https://openaccess-cdn.clevelandart.org/1938.301.28.a/1938.301.28.a_full.tif,,
"Text, Folio 38 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-fdcff23b-6e61-4a2d-b3ea-4d6adb87a378,https://openaccess-cdn.clevelandart.org/1938.301.38.a/1938.301.38.a_full.tif,,
"Text, Folio 40 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-9c9513d0-f78d-4f35-9ecc-6105beab9d10,https://openaccess-cdn.clevelandart.org/1938.301.40.a/1938.301.40.a_full.tif,,
"Text, folio 43 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-8c2651ab-ccd8-4d1d-8f44-8d8f4bf81cd3,https://openaccess-cdn.clevelandart.org/1938.301.43.a/1938.301.43.a_full.tif,,
"Text, folio 46 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-3cb4948e-cecb-4820-b388-7833a92e9507,https://openaccess-cdn.clevelandart.org/1938.301.46.a/1938.301.46.a_full.tif,,
"Text, Folio 48 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-ab19a4c8-9386-4eda-9fec-1f1641015cce,https://openaccess-cdn.clevelandart.org/1938.301.48.b/1938.301.48.b_full.tif,,
"Text, folio 49 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-e032abb7-e93e-4906-aab9-381159aedda9,https://openaccess-cdn.clevelandart.org/1938.301.49.b/1938.301.49.b_full.tif,,
"Text, folio 50 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-c3f6bc0b-8c96-457c-904c-6ad35e1c8249,https://openaccess-cdn.clevelandart.org/1938.301.50.a/1938.301.50.a_full.tif,,
"Text, folio 50 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-0be3dcc3-49ac-44a6-b656-f207144356ad,https://openaccess-cdn.clevelandart.org/1938.301.50.b/1938.301.50.b_full.tif,,
"Text, folio 51 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-6d4052ea-ffef-41bc-81d1-e2fddc7ea2fd,https://openaccess-cdn.clevelandart.org/1938.301.51.b/1938.301.51.b_full.tif,,
"Text, Folio 56 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-3b2e8448-eb00-4cf1-9b03-86c4c6201c82,https://openaccess-cdn.clevelandart.org/1938.301.56.a/1938.301.56.a_full.tif,,
"Text, Folio 58 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-eb6083ea-384e-4fbe-b9ab-8fed1b0a80aa,https://openaccess-cdn.clevelandart.org/1938.301.58.a/1938.301.58.a_full.tif,,
"Text, Folio 60 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-aaff69e7-85a0-44ec-a6f6-861e9711b462,https://openaccess-cdn.clevelandart.org/1938.301.60.a/1938.301.60.a_full.tif,,
"Text, Folio 84 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-bb7d8a44-eb27-42ef-9282-6b6d46f39c6c,https://openaccess-cdn.clevelandart.org/1938.301.84.a/1938.301.84.a_full.tif,,
"Text, Folio 85 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-7e8bdeb9-c212-4216-83ca-61f27d597f13,https://openaccess-cdn.clevelandart.org/1938.301.85.b/1938.301.85.b_full.tif,,
"Text, Folio 9 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-5b66c900-7a5d-4d9d-ae39-7746c9cba08e,https://openaccess-cdn.clevelandart.org/1938.301.9.b/1938.301.9.b_full.tif,,
"Text, Folio 94 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-69d4e89e-7e49-4940-b167-5620e1bf2b4f,https://openaccess-cdn.clevelandart.org/1938.301.94.a/1938.301.94.a_full.tif,,
"Text, Folio 99 (recto), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-05222291-7d34-447a-82e8-ccc6d464de60,https://openaccess-cdn.clevelandart.org/1938.301.99.a/1938.301.99.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-45c2e23a-2143-4631-ad89-83092405fa8d,https://openaccess-cdn.clevelandart.org/1962.279.165.a/1962.279.165.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-61e34e82-43f7-41f2-9f11-0ce4bc3e9eb1,https://openaccess-cdn.clevelandart.org/1962.279.175.a/1962.279.175.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-a441f4f5-ff3d-4dca-a8fd-63bf81726027,https://openaccess-cdn.clevelandart.org/1962.279.195.a/1962.279.195.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-880bd528-6279-4204-ac8f-dfd31ffe5bb2,https://openaccess-cdn.clevelandart.org/1962.279.20.b/1962.279.20.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-8f6befaa-a8c6-4664-a199-27db4b7b2bbc,https://openaccess-cdn.clevelandart.org/1962.279.225.b/1962.279.225.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.135}, 'text field': {'height': 0.166, 'width': 0.106}}",TCMA-99c343fb-943a-40ae-9489-4564de59261f,https://openaccess-cdn.clevelandart.org/1962.279.26.a/1962.279.26.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-f74e201e-4b5a-41cf-a589-51b5674b0909,https://openaccess-cdn.clevelandart.org/1962.279.273.b/1962.279.273.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page (blank),1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-7d24b619-3edb-42aa-8dc2-c941918d6dac,https://openaccess-cdn.clevelandart.org/1962.279.281.b/1962.279.281.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-a37ae434-4823-421e-9ea9-3671511a4923,https://openaccess-cdn.clevelandart.org/1962.279.284.b/1962.279.284.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-b7162d11-9a5e-4cfd-8b29-a8f19b036a14,https://openaccess-cdn.clevelandart.org/1962.279.292.a/1962.279.292.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-e7923192-5080-477a-8a85-ae5a59a61816,https://openaccess-cdn.clevelandart.org/1962.279.294.b/1962.279.294.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-16c7ef7a-5e98-43ad-aff0-93bf96c626fb,https://openaccess-cdn.clevelandart.org/1962.279.297.b/1962.279.297.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.144}, 'text field': {'height': 0.165, 'width': 0.105}}",TCMA-f47af758-387a-4ad1-a782-47c58f816c05,https://openaccess-cdn.clevelandart.org/1962.279.31.a/1962.279.31.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-5d7ab0ea-3cc4-47a1-8bed-409db66f4117,https://openaccess-cdn.clevelandart.org/1962.279.312.b/1962.279.312.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-3a690e3b-a53a-4689-b8a5-2f86d6356a7c,https://openaccess-cdn.clevelandart.org/1962.279.320.a/1962.279.320.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-8bbd741a-d2ec-46a3-ae04-ed6278fd0fdd,https://openaccess-cdn.clevelandart.org/1962.279.327.b/1962.279.327.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.142}, 'text field': {'height': 0.166, 'width': 0.106}}",TCMA-51fc857c-b981-47b6-8325-9046c23c02bd,https://openaccess-cdn.clevelandart.org/1962.279.38.a/1962.279.38.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.144}, 'text field': {'height': 0.166, 'width': 0.099}}",TCMA-9018dfc5-71de-48db-b716-c1258530f7d4,https://openaccess-cdn.clevelandart.org/1962.279.39.a/1962.279.39.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.142}, 'text field': {'height': 0.167, 'width': 0.1}}",TCMA-fbfbfdd9-134b-405c-8625-9047dbf533c2,https://openaccess-cdn.clevelandart.org/1962.279.40.b/1962.279.40.b_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-baccb6d9-558e-47d5-8530-90c0355ad134,https://openaccess-cdn.clevelandart.org/1962.279.44.a/1962.279.44.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.149}, 'text field': {'height': 0.165, 'width': 0.099}}",TCMA-85e2817b-b8ab-4d0b-8e73-92966ae120e9,https://openaccess-cdn.clevelandart.org/1962.279.48.a/1962.279.48.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.143}}",TCMA-a6188483-4267-4cd7-aec1-c2d236f67f52,https://openaccess-cdn.clevelandart.org/1962.279.64.a/1962.279.64.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.143}, 'text field': {'height': 0.166, 'width': 0.102}}",TCMA-6b75f234-cce5-4ef3-b8e8-ef878199ed78,https://openaccess-cdn.clevelandart.org/1962.279.69.a/1962.279.69.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.2, 'width': 0.144}, 'text field': {'height': 0.161, 'width': 0.101}}",TCMA-117fbba0-cfd0-420d-bebd-7112bd874ad0,https://openaccess-cdn.clevelandart.org/1962.279.85.a/1962.279.85.a_full.tif,,
Page from Tales of a Parrot (Tuti-nama): text page,1555,1565,"gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.203, 'width': 0.14}}",TCMA-680fee4c-d885-4926-a1e0-8be58d5dd4cc,https://openaccess-cdn.clevelandart.org/1962.279.90.b/1962.279.90.b_full.tif,,
"Desk Album: Flower and Bird Paintings (Bats, rocks, flowers circular calligraphy)",1700,1799,"album leaf, ink and color on paper",Painting,"{'image': {'height': 0.144, 'width': 0.203}, 'album, closed': {'height': 0.15, 'width': 0.108, 'depth': 0.03}}",TCMA-5bfbd00c-c565-4aac-b5ae-fb0566279ce4,https://openaccess-cdn.clevelandart.org/1967.193.b/1967.193.b_full.tif,TCMA-31202,"Zhang Ruoai (Chinese, 1713–1746)"
Desk Album: Flower and Bird Paintings (Climbing Blue Flowers),1700,1799,"album leaf, ink and color on paper",Painting,"{'image': {'height': 0.144, 'width': 0.203}, 'album, closed': {'height': 0.15, 'width': 0.108, 'depth': 0.03}}",TCMA-e2615e67-35bf-4a3c-bf42-cf0ccc80d889,https://openaccess-cdn.clevelandart.org/1967.193.g/1967.193.g_full.tif,TCMA-31202,"Zhang Ruoai (Chinese, 1713–1746)"
Desk Album: Flower and Bird Paintings (Preening Bird),1700,1799,"album leaf, ink and color on paper",Painting,"{'image': {'height': 0.144, 'width': 0.203}, 'album, closed': {'height': 0.15, 'width': 0.108, 'depth': 0.03}}",TCMA-93a52d03-b8cd-4d5c-bc8d-72adee3ee21d,https://openaccess-cdn.clevelandart.org/1967.193.h/1967.193.h_full.tif,TCMA-31202,"Zhang Ruoai (Chinese, 1713–1746)"
Miniature Album with Figures and Landscape (Landscape with Two Buildings),1822,1822,"album leaf, ink and color on paper",Painting,"{'overall': {'height': 0.061, 'width': 0.077}}",TCMA-b4b9991d-8e02-4e0e-8776-6d8e57253516,https://openaccess-cdn.clevelandart.org/1975.11.c/1975.11.c_full.tif,TCMA-31426,"Zeng Yandong (Chinese, c. 1751–1827)"
"Miniature Album with Figures and Landscape (Landscape with Hill, House, Boat and Bridge)",1822,1822,"album leaf, ink and color on paper",Painting,"{'overall': {'height': 0.061, 'width': 0.077}}",TCMA-2295038e-45e4-47eb-9ede-eaef5e051dc6,https://openaccess-cdn.clevelandart.org/1975.11.k/1975.11.k_full.tif,TCMA-31426,"Zeng Yandong (Chinese, c. 1751–1827)"
"Dwelling in the Longmian (""Sleeping Dragon"") Mountains",1100,1299,"handscroll mounted as an album leaf, ink and color on silk",Painting,"{'image': {'height': 0.265, 'width': 0.43}, 'mounted': {'height': 0.383, 'width': 0.538}}",TCMA-7d76bea7-374f-4676-abc2-2f9bfcbe565a,https://openaccess-cdn.clevelandart.org/1981.57.2/1981.57.2_full.tif,TCMA-31518,"Li Gonglin (Chinese, c. 1049–1106)"
Fish and Seaweed,1500,1573,pair of hanging scrolls: ink on paper,Painting,"{'painting only': {'height': 0.667, 'width': 0.285}, 'including mounting': {'height': 1.397, 'width': 0.426}}",TCMA-0fb867be-f4f5-4772-8552-1159e3ef95ab,https://openaccess-cdn.clevelandart.org/1983.186.2/1983.186.2_full.tif,TCMA-35464,Rinkyo (Japanese)
Sparrows on Blossoming Plum; A Sage with Tiger; Chinese Bird on Snow-Laden Branch,1661,1661,Triptych of hanging scrolls; ink and slight color on silk,Painting,"{'overall': {'height': 1.819, 'width': 0.54}}",TCMA-0f64fb43-e6cc-4698-966a-c4552145ee13,https://openaccess-cdn.clevelandart.org/1992.80/1992.80_full.tif,TCMA-35680,"Kano Tan’yū (Japanese, 1602–1674)"
Frederic Betts,1830,1839,oil on canvas,Painting,"{'unframed': {'height': 0.877, 'width': 0.69}}",TCMA-878682f5-74b7-47f8-9b07-9ad1ea4f11fc,https://openaccess-cdn.clevelandart.org/1994.116.1/1994.116.1_full.tif,TCMA-2888,"Henry Inman (American, 1801–1846)"
Saint Roch,1600,1625,polychromy on cloth,Painting,"{'overall': {'height': 0.987, 'width': 0.358}}",TCMA-8a744417-b6b1-4256-af5e-ef73297d3e33,https://openaccess-cdn.clevelandart.org/1997.239/1997.239_full.tif,,
Painting Three from Album of Paintings by Haizan,1870,1915,page spread from double-sided accordion album; ink and color on paper,Painting,{},TCMA-da0a2983-76f7-4141-955c-acbc7022510d,https://openaccess-cdn.clevelandart.org/1997.247.d/1997.247.d_full.tif,TCMA-22706,"Yoshitsugu Haizan (Japanese, 1846–1915)"
Painting Five from Album of Paintings by Haizan,1870,1915,page spread from double-sided accordion album; ink and color on paper,Painting,{},TCMA-2f4c7874-9d0b-41ac-8291-32c168e6e2fa,https://openaccess-cdn.clevelandart.org/1997.247.f/1997.247.f_full.tif,TCMA-22706,"Yoshitsugu Haizan (Japanese, 1846–1915)"
View of Niagara Falls,1846,1857,oil on canvas,Painting,"{'unframed': {'height': 0.359, 'width': 0.512}}",TCMA-ae229340-3349-424a-a12d-d81ebf571d80,https://openaccess-cdn.clevelandart.org/1999.210/1999.210_full.tif,TCMA-2729,"John Frederick Kensett (American, 1816–1872)"
"Kamod Raga of the ""Dipak Raga"" Family, page from a Ragamala Series",1745,1755,"Gum tempera, ink, and gold on paper",Painting,"{'image': {'height': 0.18, 'width': 0.148}, 'paper': {'height': 0.224, 'width': 0.187}}",TCMA-78296c7b-1c52-48f8-9152-b90c61a6f71e,https://openaccess-cdn.clevelandart.org/2001.111/2001.111_full.tif,,
"Rai Raja, from a Kalighat album",1875,1905,"Gum tempera, graphite, and ink on paper",Painting,"{'secondary support': {'height': 0.36, 'width': 0.284}, 'painting only': {'height': 0.302, 'width': 0.252}}",TCMA-c35c6c1e-1499-4f4f-ae4a-c0b3a9c6bd7b,https://openaccess-cdn.clevelandart.org/2003.123/2003.123_full.tif,,
Kalaketu Receiving a Boon from the Goddess Chandi,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.136, 'width': 0.088}}",TCMA-71b3ce9d-6e0b-4fab-9f0e-61515aca8d60,https://openaccess-cdn.clevelandart.org/2003.143/2003.143_full.tif,,
Raja Riding a Horse,1875,1905,"Gum tempera, graphite, and ink on paper",Painting,"{'painting only': {'height': 0.454, 'width': 0.278}}",TCMA-6f2bf0dd-30cb-47e7-9449-514fe328b9df,https://openaccess-cdn.clevelandart.org/2003.161/2003.161_full.tif,,
Kali,1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.448, 'width': 0.278}}",TCMA-2dc82e18-08d2-4439-a53f-30798e11c851,https://openaccess-cdn.clevelandart.org/2003.164/2003.164_full.tif,,
Trivikramapada (Three Steps of Vishnu),1875,1905,"Gum tempera, graphite, ink, and tin on paper",Painting,"{'painting only': {'height': 0.456, 'width': 0.279}}",TCMA-a7b184eb-4694-4da3-9f4f-cff900dc1ead,https://openaccess-cdn.clevelandart.org/2003.165/2003.165_full.tif,,
Soldiers,1887,1897,oil on panel,Painting,"{'unframed': {'height': 0.207, 'width': 0.172}}",TCMA-c099fba0-b4da-4f18-bff0-8ecafc5e3bcd,https://openaccess-cdn.clevelandart.org/2003.357/2003.357_full.tif,TCMA-1768,"Édouard Detaille (French, 1848–1912)"
Devotional painting (female figure),1900,1999,ink and color on paper,Painting,"{'overall': {'height': 0.272, 'width': 0.18}}",TCMA-ebb832e8-6f65-473b-8614-5713361da46e,https://openaccess-cdn.clevelandart.org/2005.79/2005.79_full.tif,,
Page from the Poem of Beauty and Love,1848,1848,painting on paper,Painting,"{'page': {'height': 0.305, 'width': 0.17}}",TCMA-af731f6d-e439-443f-8d6f-0e1c47c30a2b,https://openaccess-cdn.clevelandart.org/1928.797.a/1928.797.a_full.tif,,
"Text, Folio 11 (verso), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-ba42b3a9-29e8-4f0f-be8e-6b759c59f2df,https://openaccess-cdn.clevelandart.org/1932.119.11.b/1932.119.11.b_full.tif,,
"Text, Folio 15 (recto), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-441fc208-9179-4cee-bf83-db269a66bc64,https://openaccess-cdn.clevelandart.org/1932.119.15.a/1932.119.15.a_full.tif,,
"Text, Folio 17 (recto), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-85e4667e-4d66-441f-bd87-48f27bf86809,https://openaccess-cdn.clevelandart.org/1932.119.17.a/1932.119.17.a_full.tif,,
"Text, Folio 20 (verso), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-8b768bdc-e842-45b2-bb57-5f416952ee67,https://openaccess-cdn.clevelandart.org/1932.119.20.b/1932.119.20.b_full.tif,,
"Text, Folio 28 (recto), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-813f90e3-bd35-46c6-9e2d-dad7abad57ca,https://openaccess-cdn.clevelandart.org/1932.119.28.a/1932.119.28.a_full.tif,,
"Text, Folio 39 (recto), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-73cedc37-eeb0-4d77-8722-594f528ac3e2,https://openaccess-cdn.clevelandart.org/1932.119.39.a/1932.119.39.a_full.tif,,
"Text, Folio 56 (recto), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-c9a69904-b10a-4752-9936-3fd4f68f8251,https://openaccess-cdn.clevelandart.org/1932.119.56.a/1932.119.56.a_full.tif,,
"Text, Folio 56 (verso), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-76bd7ebc-493f-4764-ad4f-d3c7aa6b3dad,https://openaccess-cdn.clevelandart.org/1932.119.56.b/1932.119.56.b_full.tif,,
"Text, Folio 63 (verso), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-1a62a4bb-1849-4acc-a22b-26aff2f8a57a,https://openaccess-cdn.clevelandart.org/1932.119.63.b/1932.119.63.b_full.tif,,
"Text, Folio 8 (verso), from a Kalpa-sutra",1470,1505,"Gum tempera, ink, and gold on paper",Painting,"{'overall': {'height': 0.125, 'width': 0.257}}",TCMA-3701182d-aef2-42f7-bcae-b18e4566d3a1,https://openaccess-cdn.clevelandart.org/1932.119.8.b/1932.119.8.b_full.tif,,
"Text, Folio 108 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-ac4ffe3b-502d-4417-a566-7619bf120034,https://openaccess-cdn.clevelandart.org/1938.301.108.b/1938.301.108.b_full.tif,,
"Text, Folio 11 (verso), from a Manuscript of the Perfection of Wisdom in Eight Thousand Lines (Ashtasahasrika Prajnaparamita-sutra)",1119,1119,gum tempera and ink on palm leaves,Painting,"{'leaf': {'height': 0.054, 'width': 0.562}}",TCMA-24d965f3-27d5-438b-9988-aaf672001741,https://openaccess-cdn.clevelandart.org/1938.301.11.b/1938.301.11.b_full.tif,,
