objectid,locationid,title,date_start,date_end,medium,dimensions,classification,constituentid,forwarddisplayname,lastname,displaydate,artist_beginyear,artist_endyear,nationality,wikidataid,roletype,role,uuid,viewtype,maxpixels,depictstmsobjectid,artist_display,url,image_id
164968,8697.0,Haystacks,1882.0,1882.0,Oil on wood,overall: 15.88 × 24.77 cm (6 1/4 × 9 3/4 in.),Painting,1870,Georges Seurat,Seurat,"French, 1859 - 1891",1859.0,1891.0,French,Q34013,artist,artist,0531b959-f183-41ac-b321-e5a3f28c28f1,primary,,164968,"Georges Seurat (French, 1859-1891)",https://api.nga.gov/iiif/0531b959-f183-41ac-b321-e5a3f28c28f1/full/max/0/default.jpg,NGA-0531b959-f183-41ac-b321-e5a3f28c28f1
164969,8697.0,Man with a Hoe,1882.0,1882.0,Oil on wood,overall: 15.88 × 24.77 cm (6 1/4 × 9 3/4 in.),Painting,1870,Georges Seurat,Seurat,"French, 1859 - 1891",1859.0,1891.0,French,Q34013,artist,artist,52b425a4-1b7f-4f9a-a7c8-3f88611a5243,primary,,164969,"Georges Seurat (French, 1859-1891)",https://api.nga.gov/iiif/52b425a4-1b7f-4f9a-a7c8-3f88611a5243/full/max/0/default.jpg,NGA-52b425a4-1b7f-4f9a-a7c8-3f88611a5243
165221,4768.0,Ice Scene near a Wooden Observation Tower,1646.0,1646.0,Oil on panel,overall: 36.5 × 34.3 cm (14 3/8 × 13 1/2 in.),Painting,1354,Jan van Goyen,Goyen,"Dutch, 1596 - 1656",1596.0,1656.0,Dutch,Q315996,artist,artist,d6bf7f56-4948-4f2e-9556-d4d946abe833,primary,,165221,"Jan van Goyen (Dutch, 1596-1656)",https://api.nga.gov/iiif/d6bf7f56-4948-4f2e-9556-d4d946abe833/full/max/0/default.jpg,NGA-d6bf7f56-4948-4f2e-9556-d4d946abe833
165887,,Eddy Cassatt (Edward Buchanan Cassatt),1875.0,1875.0,Oil on canvas,overall: 147.96 × 109.86 cm (58 1/4 × 43 1/4 in.),Painting,1107,Mary Cassatt,Cassatt,"American, 1844 - 1926",1844.0,1926.0,American,Q173223,artist,painter,3957d0b7-ae16-48b6-8046-dcf8bbd3ec1e,primary,,165887,"Mary Cassatt (American, 1844-1926)",https://api.nga.gov/iiif/3957d0b7-ae16-48b6-8046-dcf8bbd3ec1e/full/max/0/default.jpg,NGA-3957d0b7-ae16-48b6-8046-dcf8bbd3ec1e
166430,8565.0,Cottage Scenery,1845.0,1845.0,Oil on canvas,"overall: 64.8 × 76.2 cm (25 1/2 × 30 in.)
framed: 81.3 × 92.7 × 7.3 cm (32 × 36 1/2 × 2 7/8 in.)",Painting,2380,George Caleb Bingham,Bingham,"American, 1811 - 1879",1811.0,1879.0,American,Q598030,artist,painter,cba69cdf-4503-4439-9be3-93706a0f27db,primary,,166430,"George Caleb Bingham (American, 1811-1879)",https://api.nga.gov/iiif/cba69cdf-4503-4439-9be3-93706a0f27db/full/max/0/default.jpg,NGA-cba69cdf-4503-4439-9be3-93706a0f27db
166431,8549.0,Portrait of a Gentleman,1755.0,1765.0,Oil on canvas,"overall: 127.2 × 101.9 cm (50 1/16 × 40 1/8 in.)
framed: 144.8 × 120 × 10.2 cm (57 × 47 1/4 × 4 in.)",Painting,968,Joseph Blackburn,Blackburn,"British, active 1752/1777",1697.0,1812.0,British,Q3184614,artist,painter,f4e2ffc4-20fe-4a36-8052-12602c4bc15d,primary,,166431,"Joseph Blackburn (British, active 1752/1777)",https://api.nga.gov/iiif/f4e2ffc4-20fe-4a36-8052-12602c4bc15d/full/max/0/default.jpg,NGA-f4e2ffc4-20fe-4a36-8052-12602c4bc15d
166432,8600.0,A Pastoral Visit,1881.0,1881.0,Oil on canvas,"overall: 119.38 × 167.16 cm (47 × 65 13/16 in.)
framed: 144.46 × 191.14 × 10.8 cm (56 7/8 × 75 1/4 × 4 1/4 in.)",Painting,38652,Richard Norris Brooke,Brooke,"American, 1847 - 1920",1847.0,1920.0,American,Q18508624,artist,painter,e5b06963-1e7c-43c7-8920-fe6761f8c24d,primary,,166432,"Richard Norris Brooke (American, 1847-1920)",https://api.nga.gov/iiif/e5b06963-1e7c-43c7-8920-fe6761f8c24d/full/max/0/default.jpg,NGA-e5b06963-1e7c-43c7-8920-fe6761f8c24d
166433,8562.0,The Longshoremen's Noon,1879.0,1879.0,Oil on canvas,"overall: 84 × 127.3 cm (33 1/16 × 50 1/8 in.)
framed: 109.9 × 153 × 9.5 cm (43 1/4 × 60 1/4 × 3 3/4 in.)",Painting,33238,John George Brown,Brown,"American, born England, 1831 - 1913",1831.0,1913.0,American,Q2919973,artist,painter,c38ed386-91a4-4a58-969a-5a7bce3419f0,primary,,166433,"John George Brown (American, born England, 1831-1913)",https://api.nga.gov/iiif/c38ed386-91a4-4a58-969a-5a7bce3419f0/full/max/0/default.jpg,NGA-c38ed386-91a4-4a58-969a-5a7bce3419f0
166443,,Lady with a Mask,1911.0,1911.0,Oil on canvas,"overall: 56.2 × 61.3 cm (22 1/8 × 24 1/8 in.)
framed: 91.4 × 96.8 × 8.3 cm (36 × 38 1/8 × 3 1/4 in.)",Painting,1225,Thomas Wilmer Dewing,Dewing,"American, 1851 - 1938",1851.0,1938.0,American,Q1378807,artist,painter,f2bf8097-a60a-4f55-8fe9-9f36f3908dac,primary,,166443,"Thomas Wilmer Dewing (American, 1851-1938)",https://api.nga.gov/iiif/f2bf8097-a60a-4f55-8fe9-9f36f3908dac/full/max/0/default.jpg,NGA-f2bf8097-a60a-4f55-8fe9-9f36f3908dac
166447,,"Francis Basset, Lord de Dunstanville",1781.0,1791.0,Oil on canvas,"overall: 127 × 101.6 cm (50 × 40 in.)
framed: 151.1 × 127 × 8.3 cm (59 1/2 × 50 × 3 1/4 in.)",Painting,1329,Thomas Gainsborough,Gainsborough,"British, 1727 - 1788",1727.0,1788.0,British,Q192720,artist,painter,3a5e73a5-9f7d-41cb-91ce-8598e589fc8c,primary,,166447,"Thomas Gainsborough (British, 1727-1788)",https://api.nga.gov/iiif/3a5e73a5-9f7d-41cb-91ce-8598e589fc8c/full/max/0/default.jpg,NGA-3a5e73a5-9f7d-41cb-91ce-8598e589fc8c
166496,,Sunset in the Woods,1891.0,1891.0,Oil on canvas,"overall: 122.2 × 183.2 cm (48 1/8 × 72 1/8 in.)
framed: 170.2 × 231.1 × 17.8 cm (67 × 91 × 7 in.)",Painting,1413,George Inness,Inness,"American, 1825 - 1894",1825.0,1894.0,American,Q704868,artist,artist,ec49c7f7-2438-4522-99cd-8569985c909d,primary,,166496,"George Inness (American, 1825-1894)",https://api.nga.gov/iiif/ec49c7f7-2438-4522-99cd-8569985c909d/full/max/0/default.jpg,NGA-ec49c7f7-2438-4522-99cd-8569985c909d
166453,8571.0,Abraham Lincoln,1860.0,1860.0,Oil on canvas,"overall: 76.2 × 63.5 cm (30 × 25 in.)
framed: 100 × 87.3 × 14.6 cm (39 3/8 × 34 3/8 × 5 3/4 in.)",Painting,1382,George Peter Alexander Healy,Healy,"American, 1813 - 1894",1813.0,1894.0,American,Q64633,artist,painter,9573ae89-ce7b-4500-b999-990c83b830fe,primary,,166453,"George Peter Alexander Healy (American, 1813-1894)",https://api.nga.gov/iiif/9573ae89-ce7b-4500-b999-990c83b830fe/full/max/0/default.jpg,NGA-9573ae89-ce7b-4500-b999-990c83b830fe
166465,8533.0,Richard Mentor Johnson,1843.0,1843.0,Oil on canvas,"overall: 75.9 × 63 cm (29 7/8 × 24 13/16 in.)
framed: 101.6 × 88.3 × 9.5 cm (40 × 34 3/4 × 3 3/4 in.)",Painting,1747,John Neagle,Neagle,"American, 1796 - 1865",1796.0,1865.0,American,Q1701195,artist,painter,b2633d57-205c-492b-a9e2-d862a4e92fd4,primary,,166465,"John Neagle (American, 1796-1865)",https://api.nga.gov/iiif/b2633d57-205c-492b-a9e2-d862a4e92fd4/full/max/0/default.jpg,NGA-b2633d57-205c-492b-a9e2-d862a4e92fd4
166466,8597.0,The House Maid,1910.0,1910.0,Oil on canvas,"overall: 76.5 × 64 cm (30 1/8 × 25 3/16 in.)
framed: 93.3 × 80.3 × 7.6 cm (36 3/4 × 31 5/8 × 3 in.)",Painting,33868,William McGregor Paxton,Paxton,"American, 1869 - 1941",1869.0,1941.0,American,Q2052021,artist,painter,286ee8af-d946-4d2b-a7e5-7c4b6011e567,primary,,166466,"William McGregor Paxton (American, 1869-1941)",https://api.nga.gov/iiif/286ee8af-d946-4d2b-a7e5-7c4b6011e567/full/max/0/default.jpg,NGA-286ee8af-d946-4d2b-a7e5-7c4b6011e567
166467,8602.0,The Retrieve,1850.0,1850.0,Oil on canvas,"overall: 76.5 × 102.6 cm (30 1/8 × 40 3/8 in.)
framed: 94 × 119.7 × 7.6 cm (37 × 47 1/8 × 3 in.)",Painting,38659,William Tylee Ranney,Ranney,"American, 1813 - 1857",1813.0,1857.0,American,Q8017370,artist,painter,5dc800ca-3258-49cd-95ad-7c1bc84043d1,primary,,166467,"William Tylee Ranney (American, 1813-1857)",https://api.nga.gov/iiif/5dc800ca-3258-49cd-95ad-7c1bc84043d1/full/max/0/default.jpg,NGA-5dc800ca-3258-49cd-95ad-7c1bc84043d1
166468,8596.0,"The Valley of the Seine, from the Hills of Giverny",1892.0,1892.0,Oil on canvas,"overall: 65.9 × 81.6 cm (25 15/16 × 32 1/8 in.)
framed: 97.2 × 113 × 14.6 cm (38 1/4 × 44 1/2 × 5 3/4 in.)",Painting,6708,Theodore Robinson,Robinson,"American, 1852 - 1896",1852.0,1896.0,American,Q1384543,artist,painter,31b66660-52db-433c-a969-033fb716c138,primary,,166468,"Theodore Robinson (American, 1852-1896)",https://api.nga.gov/iiif/31b66660-52db-433c-a969-033fb716c138/full/max/0/default.jpg,NGA-31b66660-52db-433c-a969-033fb716c138
166469,8590.0,"Still Life, Flowers, and Fruit",1848.0,1848.0,Oil on canvas,"overall: 91.44 × 66.04 cm (36 × 26 in.)
framed: 108 × 82.6 × 5.7 cm (42 1/2 × 32 1/2 × 2 1/4 in.)",Painting,26696,Severin Roesen,Roesen,"American, born Germany, 1816 - after 1872",1816.0,1872.0,American,Q88498,artist,painter,b74ba454-2953-4b77-b0db-a501449f3ef0,primary,,166469,"Severin Roesen (American, born Germany, 1816-after 1872)",https://api.nga.gov/iiif/b74ba454-2953-4b77-b0db-a501449f3ef0/full/max/0/default.jpg,NGA-b74ba454-2953-4b77-b0db-a501449f3ef0
166470,8587.0,Margaret Stuyvesant Rutherfurd White (Mrs. Henry White),1883.0,1883.0,Oil on canvas,"overall: 225.1 × 143.8 cm (88 5/8 × 56 5/8 in.)
framed: 248.9 × 167.6 × 11.4 cm (98 × 66 × 4 1/2 in.)",Painting,1858,John Singer Sargent,Sargent,"American, 1856 - 1925",1856.0,1925.0,American,Q155626,artist,painter,65f8a676-7e7a-4b1d-9e38-569fe9c8b29e,primary,,166470,"John Singer Sargent (American, 1856-1925)",https://api.nga.gov/iiif/65f8a676-7e7a-4b1d-9e38-569fe9c8b29e/full/max/0/default.jpg,NGA-65f8a676-7e7a-4b1d-9e38-569fe9c8b29e
166475,8595.0,Josephine and Mercie,1908.0,1908.0,Oil on canvas,"overall: 71.4 × 81.4 cm (28 1/8 × 32 1/16 in.)
framed: 105.9 × 116.2 × 10.6 cm (41 11/16 × 45 3/4 × 4 3/16 in.)",Painting,1922,Edmund Charles Tarbell,Tarbell,"American, 1862 - 1938",1862.0,1938.0,American,Q2460318,artist,painter,fc74811b-0b47-4209-8edd-3ab8fdaf0bda,primary,,166475,"Edmund Charles Tarbell (American, 1862-1938)",https://api.nga.gov/iiif/fc74811b-0b47-4209-8edd-3ab8fdaf0bda/full/max/0/default.jpg,NGA-fc74811b-0b47-4209-8edd-3ab8fdaf0bda
166478,,Boats Carrying Out Anchors to the Dutch Men of War,1804.0,1804.0,Oil on canvas,"overall: 101.6 × 130.81 cm (40 × 51 1/2 in.)
framed: 123.19 × 150.65 × 8.89 cm (48 1/2 × 59 5/16 × 3 1/2 in.)",Painting,1939,Joseph Mallord William Turner,Turner,"British, 1775 - 1851",1775.0,1851.0,British,Q159758,artist,painter,e6638594-4e6c-424a-95e5-b412b08aff95,primary,,166478,"Joseph Mallord William Turner (British, 1775-1851)",https://api.nga.gov/iiif/e6638594-4e6c-424a-95e5-b412b08aff95/full/max/0/default.jpg,NGA-e6638594-4e6c-424a-95e5-b412b08aff95
166481,8564.0,Waiting for the Stage,1851.0,1851.0,Oil on canvas,"overall: 38.1 × 46 cm (15 × 18 1/8 in.)
framed: 52.4 × 60.3 × 8.6 cm (20 5/8 × 23 3/4 × 3 3/8 in.)",Painting,15094,Richard Caton Woodville,Woodville,"American, 1825 - 1855",1825.0,1855.0,American,Q1390942,artist,painter,3f2e5dae-30af-442a-baa4-4541853b756b,primary,,166481,"Richard Caton Woodville (American, 1825-1855)",https://api.nga.gov/iiif/3f2e5dae-30af-442a-baa4-4541853b756b/full/max/0/default.jpg,NGA-3f2e5dae-30af-442a-baa4-4541853b756b
166491,,Glass and Checkerboard,1917.0,1917.0,Oil on wood,"overall: 29.85 × 41.28 cm (11 3/4 × 16 1/4 in.)
framed: 54.61 × 65.41 × 8.26 cm (21 1/2 × 25 3/4 × 3 1/4 in.)",Painting,1359,Juan Gris,Gris,"Spanish, 1887 - 1927",1887.0,1927.0,Spanish,Q151152,artist,painter,d4ca2b12-bdf1-4360-a3de-4fb2b1927481,primary,,166491,"Juan Gris (Spanish, 1887-1927)",https://api.nga.gov/iiif/d4ca2b12-bdf1-4360-a3de-4fb2b1927481/full/max/0/default.jpg,NGA-d4ca2b12-bdf1-4360-a3de-4fb2b1927481
166494,,The New York Window,1912.0,1912.0,Oil on canvas,"overall: 116.5 × 89.1 cm (45 7/8 × 35 1/16 in.)
framed: 148.6 × 121.6 × 8.3 cm (58 1/2 × 47 7/8 × 3 1/4 in.)",Painting,1379,Childe Hassam,Hassam,"American, 1859 - 1935",1859.0,1935.0,American,Q737635,artist,artist,4848271f-e2ab-47e6-9055-cfab45b24b66,primary,,166494,"Childe Hassam (American, 1859-1935)",https://api.nga.gov/iiif/4848271f-e2ab-47e6-9055-cfab45b24b66/full/max/0/default.jpg,NGA-4848271f-e2ab-47e6-9055-cfab45b24b66
166497,8599.0,The Trapper's Cabin,1858.0,1858.0,Oil on canvas,"overall: 91.4 × 73.5 cm (36 × 28 15/16 in.)
framed: 127 × 96.2 × 16.5 cm (50 × 37 7/8 × 6 1/2 in.)",Painting,38663,John Mix Stanley,Stanley,"American, 1814 - 1872",1814.0,1872.0,American,Q2676888,artist,artist,db4486c9-7e77-4528-99e9-ac87601b6bd7,primary,,166497,"John Mix Stanley (American, 1814-1872)",https://api.nga.gov/iiif/db4486c9-7e77-4528-99e9-ac87601b6bd7/full/max/0/default.jpg,NGA-db4486c9-7e77-4528-99e9-ac87601b6bd7
166498,,Landscape with Figures,1921.0,1921.0,Oil on canvas,"overall: 82.6 × 108 cm (32 1/2 × 42 1/2 in.)
framed: 94 × 119.4 × 5.7 cm (37 × 47 × 2 1/4 in.)",Painting,5270,Maurice Prendergast,Prendergast,"American, 1858 - 1924",1858.0,1924.0,American,Q248707,artist,artist,8386dbf7-9c18-4027-b132-7ad226dead26,primary,,166498,"Maurice Prendergast (American, 1858-1924)",https://api.nga.gov/iiif/8386dbf7-9c18-4027-b132-7ad226dead26/full/max/0/default.jpg,NGA-8386dbf7-9c18-4027-b132-7ad226dead26
166499,8599.0,Ball Playing among the Sioux Indians,1851.0,1851.0,Oil on canvas,"overall: 71.4 × 103.2 cm (28 1/8 × 40 5/8 in.)
framed: 90.8 × 121.9 × 11.4 cm (35 3/4 × 48 × 4 1/2 in.)",Painting,38664,Seth Eastman,Eastman,"American, 1808 - 1875",1808.0,1875.0,American,Q931422,artist,artist,0fde9edf-0e38-4ca6-8e72-141593d6b151,primary,,166499,"Seth Eastman (American, 1808-1875)",https://api.nga.gov/iiif/0fde9edf-0e38-4ca6-8e72-141593d6b151/full/max/0/default.jpg,NGA-0fde9edf-0e38-4ca6-8e72-141593d6b151
166500,,Luxembourg Gardens,1906.0,1906.0,Oil on canvas,"overall: 60.6 × 81.6 cm (23 7/8 × 32 1/8 in.)
framed: 75.6 × 95.3 × 7 cm (29 3/4 × 37 1/2 × 2 3/4 in.)",Painting,1347,William Glackens,Glackens,"American, 1870 - 1938",1870.0,1938.0,American,Q1339934,artist,artist,f6edcd0b-e9c1-4ed7-9f1c-290b68b1dd92,primary,,166500,"William Glackens (American, 1870-1938)",https://api.nga.gov/iiif/f6edcd0b-e9c1-4ed7-9f1c-290b68b1dd92/full/max/0/default.jpg,NGA-f6edcd0b-e9c1-4ed7-9f1c-290b68b1dd92
166501,8581.0,A Light on the Sea,1897.0,1897.0,Oil on canvas,"overall: 71.6 × 122.2 cm (28 3/16 × 48 1/8 in.)
framed: 112.4 × 163.2 × 10.8 cm (44 1/4 × 64 1/4 × 4 1/4 in.)",Painting,1401,Winslow Homer,Homer,"American, 1836 - 1910",1836.0,1910.0,American,Q344838,artist,artist,45bad99c-e7c3-49bc-be81-dc1baccaef48,primary,,166501,"Winslow Homer (American, 1836-1910)",https://api.nga.gov/iiif/45bad99c-e7c3-49bc-be81-dc1baccaef48/full/max/0/default.jpg,NGA-45bad99c-e7c3-49bc-be81-dc1baccaef48
166502,,Trout Brook in the Catskills,1875.0,1875.0,Oil on canvas,"overall: 89.7 × 122.1 cm (35 5/16 × 48 1/16 in.)
framed: 127.6 × 161 × 14.6 cm (50 1/4 × 63 3/8 × 5 3/4 in.)",Painting,14348,Worthington Whittredge,Whittredge,"American, 1820 - 1910",1820.0,1910.0,American,Q1370512,artist,artist,d72d916c-74df-4bc4-9b86-97b65b158042,primary,,166502,"Worthington Whittredge (American, 1820-1910)",https://api.nga.gov/iiif/d72d916c-74df-4bc4-9b86-97b65b158042/full/max/0/default.jpg,NGA-d72d916c-74df-4bc4-9b86-97b65b158042
176783,8558.0,Scene in the Catskills,1858.0,1858.0,Oil on canvas,"overall: 53.34 × 43.82 cm (21 × 17 1/4 in.)
framed: 71.76 × 62.23 × 7.94 cm (28 1/4 × 24 1/2 × 3 1/8 in.)",Painting,41819,Paul Weber,Weber,"American, born Germany, 1823 - 1916",1823.0,1916.0,American,Q1280976,artist,artist,ead00464-7f84-418b-804d-083d867f1025,primary,,176783,"Paul Weber (American, born Germany, 1823-1916)",https://api.nga.gov/iiif/ead00464-7f84-418b-804d-083d867f1025/full/max/0/default.jpg,NGA-ead00464-7f84-418b-804d-083d867f1025
168755,,Young Woman in Kimono,1901.0,1901.0,Oil on canvas,"overall: 76.2 × 73.18 cm (30 × 28 13/16 in.)
framed: 87 × 82.87 × 5.4 cm (34 1/4 × 32 5/8 × 2 1/8 in.)",Painting,21675,Alfred H. Maurer,Maurer,"American, 1868 - 1932",1868.0,1932.0,American,Q1387251,artist,painter,e572617f-07c6-415f-8e2d-17ef6f21fb23,primary,,168755,"Alfred H. Maurer (American, 1868-1932)",https://api.nga.gov/iiif/e572617f-07c6-415f-8e2d-17ef6f21fb23/full/max/0/default.jpg,NGA-e572617f-07c6-415f-8e2d-17ef6f21fb23
168756,8661.0,A Chief of Abyssinia,1870.0,1870.0,Oil on canvas,"overall: 42.23 × 32.07 cm (16 5/8 × 12 5/8 in.)
framed: 75.57 × 64.77 × 10.16 cm (29 3/4 × 25 1/2 × 4 in.)",Painting,39043,Henri Regnault,Regnault,"French, 1843 - 1871",1843.0,1871.0,French,,artist,painter,6d5e3a01-e10d-4817-aae3-c1071d51e0cc,primary,,168756,"Henri Regnault (French, 1843-1871)",https://api.nga.gov/iiif/6d5e3a01-e10d-4817-aae3-c1071d51e0cc/full/max/0/default.jpg,NGA-6d5e3a01-e10d-4817-aae3-c1071d51e0cc
168845,8704.0,The Repose,1860.0,1870.0,Oil on canvas,"overall: 57.8 × 101.6 cm (22 3/4 × 40 in.)
framed: 83.8 × 127.3 × 12.1 cm (33 × 50 1/8 × 4 3/4 in.)",Painting,1169,Jean-Baptiste-Camille Corot,Corot,"French, 1796 - 1875",1796.0,1875.0,French,Q148475,artist,artist,af9c0d2b-39d7-4da8-980d-9dde91d374dd,primary,,168845,"Jean-Baptiste-Camille Corot (French, 1796-1875)",https://api.nga.gov/iiif/af9c0d2b-39d7-4da8-980d-9dde91d374dd/full/max/0/default.jpg,NGA-af9c0d2b-39d7-4da8-980d-9dde91d374dd
171695,,"Madonna and Child with Two Angels, Saint Rose, and Saint Catherine of Alexandria",1485.0,1495.0,Oil on panel,"overall: 99.06 × 90.17 cm (39 × 35 1/2 in.)
framed: 124.14 × 115.89 × 10.8 cm (48 7/8 × 45 5/8 × 4 1/4 in.)",Painting,13,Anonymous Artist,Anonymous Artist,,,,Unknown,Q4233718,artist,artist,4a82e316-06e9-4268-9bf1-93869e32909a,primary,,171695,Anonymous Artist,https://api.nga.gov/iiif/4a82e316-06e9-4268-9bf1-93869e32909a/full/max/0/default.jpg,NGA-4a82e316-06e9-4268-9bf1-93869e32909a
171695,,"Madonna and Child with Two Angels, Saint Rose, and Saint Catherine of Alexandria",1485.0,1495.0,Oil on panel,"overall: 99.06 × 90.17 cm (39 × 35 1/2 in.)
framed: 124.14 × 115.89 × 10.8 cm (48 7/8 × 45 5/8 × 4 1/4 in.)",Painting,1778,Pietro Perugino,Perugino,"Umbrian, c. 1450 - 1523",1450.0,1523.0,Italian,Q5827,artist,artist,4a82e316-06e9-4268-9bf1-93869e32909a,primary,,171695,"Pietro Perugino (Umbrian, c. 1450-1523)",https://api.nga.gov/iiif/4a82e316-06e9-4268-9bf1-93869e32909a/full/max/0/default.jpg,NGA-4a82e316-06e9-4268-9bf1-93869e32909a
172073,8498.0,Madame du Barry,1782.0,1782.0,Oil on canvas,"overall: 114.94 × 89.54 cm (45 1/4 × 35 1/4 in.)
framed: 146.05 × 119.38 × 12.7 cm (57 1/2 × 47 × 5 in.)",Painting,1953,Élisabeth Louise Vigée Le Brun,Vigée Le Brun,"French, 1755 - 1842",1755.0,1842.0,French,Q213163,artist,painter,555e69b1-fcf2-420b-8f00-d856e04c188f,primary,,172073,"Élisabeth Louise Vigée Le Brun (French, 1755-1842)",https://api.nga.gov/iiif/555e69b1-fcf2-420b-8f00-d856e04c188f/full/max/0/default.jpg,NGA-555e69b1-fcf2-420b-8f00-d856e04c188f
174950,8564.0,"In the Land of Promise, Castle Garden",1884.0,1884.0,Oil on wood,"overall: 72.07 × 91.44 cm (28 3/8 × 36 in.)
framed: 96.52 × 114.3 × 7.3 cm (38 × 45 × 2 7/8 in.)",Painting,41394,Charles Frederic Ulrich,Ulrich,"American, 1858 - 1908",1858.0,1908.0,American,Q2959122,artist,painter,0794483c-b8c5-462c-b2a3-363696c7bad4,primary,,174950,"Charles Frederic Ulrich (American, 1858-1908)",https://api.nga.gov/iiif/0794483c-b8c5-462c-b2a3-363696c7bad4/full/max/0/default.jpg,NGA-0794483c-b8c5-462c-b2a3-363696c7bad4
175339,8562.0,A Longshoreman,1831.0,1913.0,Oil on canvas,"overall: 30.48 × 45.72 cm (12 × 18 in.)
framed: 46.99 × 60.33 × 6.99 cm (18 1/2 × 23 3/4 × 2 3/4 in.)",Painting,33238,John George Brown,Brown,"American, born England, 1831 - 1913",1831.0,1913.0,American,Q2919973,artist,painter,c52c278e-a03a-489b-80d4-918e6ab6dacf,primary,,175339,"John George Brown (American, born England, 1831-1913)",https://api.nga.gov/iiif/c52c278e-a03a-489b-80d4-918e6ab6dacf/full/max/0/default.jpg,NGA-c52c278e-a03a-489b-80d4-918e6ab6dacf
176300,,Joseph Gales,1821.0,1822.0,Oil on wood,"overall: 13.97 × 8.89 cm (5 1/2 × 3 1/2 in.)
framed: 26.04 × 22.54 × 5.08 cm (10 1/4 × 8 7/8 × 2 in.)",Painting,1737,Samuel F. B. Morse,Morse,"American, 1791 - 1872",1791.0,1872.0,American,Q75698,artist,painter,92fcc011-40b7-47a7-b023-35418b8f62a4,primary,,176300,"Samuel F. B. Morse (American, 1791-1872)",https://api.nga.gov/iiif/92fcc011-40b7-47a7-b023-35418b8f62a4/full/max/0/default.jpg,NGA-92fcc011-40b7-47a7-b023-35418b8f62a4
176395,,Maryland Heights: Siege of Harpers Ferry,1863.0,1863.0,Oil on canvas,"overall: 76.2 × 111.76 cm (30 × 44 in.)
framed: 94.62 × 129.86 × 11.11 cm (37 1/4 × 51 1/8 × 4 3/8 in.)",Painting,40276,William MacLeod,MacLeod,"American, 1811 - 1892",1811.0,1892.0,American,,artist,painter,93abac1f-231d-4f75-ba62-483102ad71f4,primary,,176395,"William MacLeod (American, 1811-1892)",https://api.nga.gov/iiif/93abac1f-231d-4f75-ba62-483102ad71f4/full/max/0/default.jpg,NGA-93abac1f-231d-4f75-ba62-483102ad71f4
176396,,Thomas Corcoran,1802.0,1810.0,Oil on canvas,"overall: 92.71 × 75.09 cm (36 1/2 × 29 9/16 in.)
framed: 110.49 × 85.09 × 8.57 cm (43 1/2 × 33 1/2 × 3 3/8 in.)",Painting,1792,Charles Peale Polk,Polk,"American, 1767 - 1822",1767.0,1822.0,American,Q2959962,artist,painter,2fa332fd-b739-4390-977b-9d3d4ab1e8a0,primary,,176396,"Charles Peale Polk (American, 1767-1822)",https://api.nga.gov/iiif/2fa332fd-b739-4390-977b-9d3d4ab1e8a0/full/max/0/default.jpg,NGA-2fa332fd-b739-4390-977b-9d3d4ab1e8a0
176397,,Dance under the Trees at the Edge of the Lake,1865.0,1870.0,Oil on canvas,"overall: 55.88 × 80.01 cm (22 × 31 1/2 in.)
framed: 87.63 × 112.4 × 11.43 cm (34 1/2 × 44 1/4 × 4 1/2 in.)",Painting,1169,Jean-Baptiste-Camille Corot,Corot,"French, 1796 - 1875",1796.0,1875.0,French,Q148475,artist,painter,d9d65cb2-eb39-4653-ba03-d162884a76fa,primary,,176397,"Jean-Baptiste-Camille Corot (French, 1796-1875)",https://api.nga.gov/iiif/d9d65cb2-eb39-4653-ba03-d162884a76fa/full/max/0/default.jpg,NGA-d9d65cb2-eb39-4653-ba03-d162884a76fa
176558,,Self-Portrait,1919.0,1919.0,Oil on wood,"overall: 56.52 × 60.96 cm (22 1/4 × 24 in.)
framed: 98.43 × 103.19 × 6.35 cm (38 3/4 × 40 5/8 × 2 1/2 in.)",Painting,38660,Abbott Handerson Thayer,Thayer,"American, 1849 - 1921",1849.0,1921.0,American,Q306759,artist,painter,0796fdf1-92f3-49b1-97ac-a431410f8276,primary,,176558,"Abbott Handerson Thayer (American, 1849-1921)",https://api.nga.gov/iiif/0796fdf1-92f3-49b1-97ac-a431410f8276/full/max/0/default.jpg,NGA-0796fdf1-92f3-49b1-97ac-a431410f8276
176886,,Obweebetuck,1908.0,1908.0,Oil on canvas,"painted surface: 60.8 × 84.77 cm (23 15/16 × 33 3/8 in.)
overall: 61.38 × 85.73 cm (24 3/16 × 33 3/4 in.)
framed: 91.44 × 118.11 × 15.24 cm (36 × 46 1/2 × 6 in.)",Painting,1969,Julian Alden Weir,Weir,"American, 1852 - 1919",1852.0,1919.0,American,Q1284220,artist,painter,f7b63edb-7c72-4afa-832d-1fe89820da2e,primary,,176886,"Julian Alden Weir (American, 1852-1919)",https://api.nga.gov/iiif/f7b63edb-7c72-4afa-832d-1fe89820da2e/full/max/0/default.jpg,NGA-f7b63edb-7c72-4afa-832d-1fe89820da2e
